time,Power (kWh),HVAC_kW,Other_kW
2024-07-12 09:00:00,0.5582231729200259,0.1882231729200259,0.37
2024-07-12 10:00:00,0.5922326225268673,0.2222326225268672,0.37
2024-07-12 11:00:00,0.6041344385109206,0.23413443851092058,0.37
2024-07-12 12:00:00,0.5979039360692572,0.2279039360692572,0.37
2024-07-12 13:00:00,0.6083783693372576,0.23837836933725767,0.37
2024-07-12 14:00:00,0.5987450111385468,0.22874501113854687,0.37
2024-07-12 15:00:00,0.6051862921733909,0.23518629217339093,0.37
2024-07-12 16:00:00,0.6231856060401195,0.2531856060401195,0.37
2024-07-12 17:00:00,0.6191966654158801,0.24919666541588012,0.37
2024-07-12 18:00:00,0.6218234783451547,0.2518234783451547,0.37
2024-07-12 19:00:00,0.6201616656071163,0.2501616656071162,0.37
2024-07-12 20:00:00,0.6018127564250427,0.23181275642504276,0.37
2024-07-12 21:00:00,0.5836161032628953,0.21361610326289532,0.37
2024-07-12 22:00:00,0.5599032043707001,0.18990320437070005,0.37
2024-07-12 23:00:00,0.5439188653578991,0.17391886535789913,0.37
2024-07-13 00:00:00,0.5405610623988679,0.17056106239886792,0.37
2024-07-13 01:00:00,0.53083453044681,0.16083453044680993,0.37
2024-07-13 02:00:00,0.5273520907272085,0.15735209072720843,0.37
2024-07-13 03:00:00,0.5259439888388802,0.1559439888388802,0.37
2024-07-13 04:00:00,0.5229428135930113,0.15294281359301132,0.37
2024-07-13 05:00:00,0.5208498066922079,0.15084980669220796,0.37
2024-07-13 06:00:00,0.5189507955093743,0.14895079550937426,0.37
2024-07-13 07:00:00,0.5226095927337443,0.1526095927337443,0.37
2024-07-13 08:00:00,0.5331078199723498,0.16310781997234974,0.37
2024-07-13 09:00:00,0.5652270023773704,0.19522700237737048,0.37
2024-07-13 10:00:00,0.6116605538096088,0.24166055380960882,0.37
2024-07-13 11:00:00,0.6411545088316579,0.2711545088316579,0.37
2024-07-13 12:00:00,0.669631977726258,0.29963197772625805,0.37
2024-07-13 13:00:00,0.687486910488565,0.3174869104885651,0.37
2024-07-13 14:00:00,0.6932434482839102,0.32324344828391016,0.37
2024-07-13 15:00:00,0.7061796276074398,0.3361796276074398,0.37
2024-07-13 16:00:00,0.7113448175231678,0.34134481752316786,0.37
