Date/Time,DistrictCooling:HVAC [J](Hourly),DistrictHeating:HVAC [J](Hourly),Electricity:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 06/17  12:00:00,3620018.561188834,0.0,1332530.907142857,0.0,1332000.0 
 06/17  13:00:00,3845393.2917927643,0.0,1332530.907142857,0.0,1332000.0 
 06/17  14:00:00,4102996.0975300204,0.0,1332530.907142857,0.0,1332000.0 
 06/17  15:00:00,4095878.884386915,0.0,1332530.907142857,0.0,1332000.0 
 06/17  16:00:00,4010076.096134076,0.0,1332530.907142857,0.0,1332000.0 
 06/17  17:00:00,3833697.8160737557,0.0,1332530.907142857,0.0,1332000.0 
 06/17  18:00:00,3470047.3849412394,0.0,1332530.907142857,0.0,1332000.0 
 06/17  19:00:00,3127688.0297264694,0.0,1332530.907142857,0.0,1332000.0 
 06/17  20:00:00,2463199.0791183133,0.0,1332530.907142857,0.0,1332000.0 
 06/17  21:00:00,2012046.5259751205,0.0,1332530.907142857,0.0,1332000.0 
 06/17  22:00:00,1826245.8676793494,0.0,1332530.907142857,0.0,1332000.0 
 06/17  23:00:00,1741606.8709200346,0.0,1332530.907142857,0.0,1332000.0 
 06/17  24:00:00,1702346.3370437478,0.0,1332530.907142857,0.0,1332000.0 
 06/18  01:00:00,1561405.6650048778,0.0,1332530.907142857,0.0,1332000.0 
 06/18  02:00:00,1487909.1346521857,0.0,1332530.907142857,0.0,1332000.0 
 06/18  03:00:00,1472930.3633243619,0.0,1332530.907142857,0.0,1332000.0 
 06/18  04:00:00,1430871.319047478,0.0,1332530.907142857,0.0,1332000.0 
 06/18  05:00:00,1385558.3940500503,0.0,1332530.907142857,0.0,1332000.0 
 06/18  06:00:00,1365449.8214750558,0.0,1332530.907142857,0.0,1332000.0 
 06/18  07:00:00,1400546.5917330033,0.0,1332530.907142857,0.0,1332000.0 
 06/18  08:00:00,1530092.8995003405,0.0,1332530.907142857,0.0,1332000.0 
 06/18  09:00:00,2100062.9414415145,0.0,1332530.907142857,0.0,1332000.0 
 06/18  10:00:00,2750208.1915779533,0.0,1332530.907142857,0.0,1332000.0 
 06/18  11:00:00,3294625.7560174204,0.0,1332530.907142857,0.0,1332000.0 
 06/18  12:00:00,3410523.2089952743,0.0,1332530.907142857,0.0,1332000.0 
 06/18  13:00:00,3507920.244167677,0.0,1332530.907142857,0.0,1332000.0 
 06/18  14:00:00,3603922.545296856,0.0,1332530.907142857,0.0,1332000.0 
 06/18  15:00:00,3663831.413102585,0.0,1332530.907142857,0.0,1332000.0 
 06/18  16:00:00,3525748.075147618,0.0,1332530.907142857,0.0,1332000.0 
 06/18  17:00:00,3257998.6120206323,0.0,1332530.907142857,0.0,1332000.0 
 06/18  18:00:00,2974613.352511811,0.0,1332530.907142857,0.0,1332000.0 
 06/18  19:00:00,2805521.10469026,0.0,1332530.907142857,0.0,1332000.0 
 06/18  20:00:00,2410481.2637238107,0.0,1332530.907142857,0.0,1332000.0 
 06/18  21:00:00,2139061.675205591,0.0,1332530.907142857,0.0,1332000.0 
 06/18  22:00:00,1951986.5478960557,0.0,1332530.907142857,0.0,1332000.0 
 06/18  23:00:00,1873357.8541601694,0.0,1332530.907142857,0.0,1332000.0 
 06/18  24:00:00,1813902.3994214197,0.0,1332530.907142857,0.0,1332000.0 
 06/19  01:00:00,1746608.4287178235,0.0,1332530.907142857,0.0,1332000.0 
 06/19  02:00:00,1684543.6284291528,0.0,1332530.907142857,0.0,1332000.0 
 06/19  03:00:00,1587580.7301895472,0.0,1332530.907142857,0.0,1332000.0 
 06/19  04:00:00,1517801.8157627564,0.0,1332530.907142857,0.0,1332000.0 
 06/19  05:00:00,1496563.1184201012,0.0,1332530.907142857,0.0,1332000.0 
 06/19  06:00:00,1484366.981490721,0.0,1332530.907142857,0.0,1332000.0 
 06/19  07:00:00,1506869.1713193436,0.0,1332530.907142857,0.0,1332000.0 
 06/19  08:00:00,1646385.1639713002,0.0,1332530.907142857,0.0,1332000.0 
 06/19  09:00:00,1925000.95490936,0.0,1332530.907142857,0.0,1332000.0 
 06/19  10:00:00,2327863.149539063,0.0,1332530.907142857,0.0,1332000.0 
 06/19  11:00:00,2716480.590183373,0.0,1332530.907142857,0.0,1332000.0 
 06/19  12:00:00,2945510.4380722153,0.0,1332530.907142857,0.0,1332000.0 
 06/19  13:00:00,3116267.0499893385,0.0,1332530.907142857,0.0,1332000.0 
 06/19  14:00:00,3298656.054938454,0.0,1332530.907142857,0.0,1332000.0 
 06/19  15:00:00,3338115.2624317715,0.0,1332530.907142857,0.0,1332000.0 
 06/19  16:00:00,3335597.8034097827,0.0,1332530.907142857,0.0,1332000.0 
 06/19  17:00:00,3261132.5924919066,0.0,1332530.907142857,0.0,1332000.0 
 06/19  18:00:00,3105713.930016147,0.0,1332530.907142857,0.0,1332000.0 
 06/19  19:00:00,2763288.734303743,0.0,1332530.907142857,0.0,1332000.0 
 06/19  20:00:00,2186420.656580214,0.0,1332530.907142857,0.0,1332000.0 
 06/19  21:00:00,1911138.5786165176,0.0,1332530.907142857,0.0,1332000.0 
 06/19  22:00:00,1812478.904206921,0.0,1332530.907142857,0.0,1332000.0 
 06/19  23:00:00,1953304.7194784721,0.0,1332530.907142857,0.0,1332000.0 
 06/19  24:00:00,1953165.1017146814,0.0,1332530.907142857,0.0,1332000.0 
 06/20  01:00:00,1822780.1961514112,0.0,1332530.907142857,0.0,1332000.0 
 06/20  02:00:00,1591278.3167249332,0.0,1332530.907142857,0.0,1332000.0 
 06/20  03:00:00,1576330.7394979969,0.0,1332530.907142857,0.0,1332000.0 
 06/20  04:00:00,1551233.0932485068,0.0,1332530.907142857,0.0,1332000.0 
 06/20  05:00:00,1513451.4869977073,0.0,1332530.907142857,0.0,1332000.0 
 06/20  06:00:00,1474568.5892665982,0.0,1332530.907142857,0.0,1332000.0 
 06/20  07:00:00,1479020.2022659192,0.0,1332530.907142857,0.0,1332000.0 
 06/20  08:00:00,1549802.2626722849,0.0,1332530.907142857,0.0,1332000.0 
 06/20  09:00:00,2021465.5986275678,0.0,1332530.907142857,0.0,1332000.0 
 06/20  10:00:00,2528209.82446518,0.0,1332530.907142857,0.0,1332000.0 
 06/20  11:00:00,2938487.9888713676,0.0,1332530.907142857,0.0,1332000.0 
 06/20  12:00:00,3216194.192800378,0.0,1332530.907142857,0.0,1332000.0 
 06/20  13:00:00,3267653.6757187666,0.0,1332530.907142857,0.0,1332000.0 
 06/20  14:00:00,3438422.7861172114,0.0,1332530.907142857,0.0,1332000.0 
 06/20  15:00:00,3477230.902064156,0.0,1332530.907142857,0.0,1332000.0 
 06/20  16:00:00,3430205.6703119595,0.0,1332530.907142857,0.0,1332000.0 
 06/20  17:00:00,3261995.9285030053,0.0,1332530.907142857,0.0,1332000.0 
 06/20  18:00:00,3057317.2829518677,0.0,1332530.907142857,0.0,1332000.0 
 06/20  19:00:00,2814751.3100218982,0.0,1332530.907142857,0.0,1332000.0 
 06/20  20:00:00,2198637.426829477,0.0,1332530.907142857,0.0,1332000.0 
 06/20  21:00:00,1801933.168320975,0.0,1332530.907142857,0.0,1332000.0 
 06/20  22:00:00,1659244.3479255273,0.0,1332530.907142857,0.0,1332000.0 
 06/20  23:00:00,1503343.0116906215,0.0,1332530.907142857,0.0,1332000.0 
 06/20  24:00:00,1386733.117982336,0.0,1332530.907142857,0.0,1332000.0 
 06/21  01:00:00,1282526.0060575933,0.0,1332530.907142857,0.0,1332000.0 
 06/21  02:00:00,1288658.761632699,0.0,1332530.907142857,0.0,1332000.0 
 06/21  03:00:00,1322323.3333882224,0.0,1332530.907142857,0.0,1332000.0 
 06/21  04:00:00,1317284.869137596,0.0,1332530.907142857,0.0,1332000.0 
 06/21  05:00:00,1253594.833679796,0.0,1332530.907142857,0.0,1332000.0 
 06/21  06:00:00,1225014.1000324085,0.0,1332530.907142857,0.0,1332000.0 
 06/21  07:00:00,1273148.3609508653,0.0,1332530.907142857,0.0,1332000.0 
 06/21  08:00:00,1428938.4343037575,0.0,1332530.907142857,0.0,1332000.0 
 06/21  09:00:00,1832097.2240344188,0.0,1332530.907142857,0.0,1332000.0 
 06/21  10:00:00,2487786.689306468,0.0,1332530.907142857,0.0,1332000.0 
 06/21  11:00:00,3030876.3374297847,0.0,1332530.907142857,0.0,1332000.0 
 06/21  12:00:00,3439537.15632159,0.0,1332530.907142857,0.0,1332000.0 
 06/21  13:00:00,3576085.2486955677,0.0,1332530.907142857,0.0,1332000.0 
 06/21  14:00:00,3668437.4289452177,0.0,1332530.907142857,0.0,1332000.0 
 06/21  15:00:00,3820507.889914076,0.0,1332530.907142857,0.0,1332000.0 
 06/21  16:00:00,3692450.2905929806,0.0,1332530.907142857,0.0,1332000.0 
 06/21  17:00:00,3398645.1887402274,0.0,1332530.907142857,0.0,1332000.0 
 06/21  18:00:00,3060715.0076893675,0.0,1332530.907142857,0.0,1332000.0 
 06/21  19:00:00,2762391.7196602467,0.0,1332530.907142857,0.0,1332000.0 
 06/21  20:00:00,2195033.1053705835,0.0,1332530.907142857,0.0,1332000.0 
 06/21  21:00:00,1898725.9994833404,0.0,1332530.907142857,0.0,1332000.0 
 06/21  22:00:00,1828545.7388907038,0.0,1332530.907142857,0.0,1332000.0 
 06/21  23:00:00,1715409.7673803396,0.0,1332530.907142857,0.0,1332000.0 
 06/21  24:00:00,1655554.659236996,0.0,1332530.907142857,0.0,1332000.0 
 06/22  01:00:00,1638969.7684261063,0.0,1332530.907142857,0.0,1332000.0 
 06/22  02:00:00,1573786.4544142187,0.0,1332530.907142857,0.0,1332000.0 
 06/22  03:00:00,1601604.673296046,0.0,1332530.907142857,0.0,1332000.0 
 06/22  04:00:00,1607193.196197965,0.0,1332530.907142857,0.0,1332000.0 
 06/22  05:00:00,1535025.2987061434,0.0,1332530.907142857,0.0,1332000.0 
 06/22  06:00:00,1536073.058749007,0.0,1332530.907142857,0.0,1332000.0 
 06/22  07:00:00,1770586.7788586565,0.0,1332530.907142857,0.0,1332000.0 
 06/22  08:00:00,2058556.782394099,0.0,1332530.907142857,0.0,1332000.0 
 06/22  09:00:00,2458589.656763782,0.0,1332530.907142857,0.0,1332000.0 
 06/22  10:00:00,3047109.2695204895,0.0,1332530.907142857,0.0,1332000.0 
 06/22  11:00:00,3787263.478221877,0.0,1332530.907142857,0.0,1332000.0 
 06/22  12:00:00,4290835.536708983,0.0,1332530.907142857,0.0,1332000.0 
 06/22  13:00:00,4530225.998788147,0.0,1332530.907142857,0.0,1332000.0 
 06/22  14:00:00,4680206.09471003,0.0,1332530.907142857,0.0,1332000.0 
 06/22  15:00:00,4808579.90093263,0.0,1332530.907142857,0.0,1332000.0 
 06/22  16:00:00,4838903.145371979,0.0,1332530.907142857,0.0,1332000.0 
 06/22  17:00:00,4792304.669857234,0.0,1332530.907142857,0.0,1332000.0 
 06/22  18:00:00,4440784.509073354,0.0,1332530.907142857,0.0,1332000.0 
 06/22  19:00:00,4071718.8169042105,0.0,1332530.907142857,0.0,1332000.0 
 06/22  20:00:00,3612001.908397231,0.0,1332530.907142857,0.0,1332000.0 
 06/22  21:00:00,3155981.8610274387,0.0,1332530.907142857,0.0,1332000.0 
 06/22  22:00:00,2746972.4415664123,0.0,1332530.907142857,0.0,1332000.0 
 06/22  23:00:00,2791518.106884846,0.0,1332530.907142857,0.0,1332000.0 
 06/22  24:00:00,2750675.5031127227,0.0,1332530.907142857,0.0,1332000.0 
 06/23  01:00:00,2735197.1541348407,0.0,1332530.907142857,0.0,1332000.0 
 06/23  02:00:00,2684192.6153599364,0.0,1332530.907142857,0.0,1332000.0 
 06/23  03:00:00,2603530.8082816643,0.0,1332530.907142857,0.0,1332000.0 
 06/23  04:00:00,2508279.533345164,0.0,1332530.907142857,0.0,1332000.0 
 06/23  05:00:00,2505410.908034231,0.0,1332530.907142857,0.0,1332000.0 
 06/23  06:00:00,2533813.361030468,0.0,1332530.907142857,0.0,1332000.0 
 06/23  07:00:00,2539720.9546618448,0.0,1332530.907142857,0.0,1332000.0 
 06/23  08:00:00,2774362.769521838,0.0,1332530.907142857,0.0,1332000.0 
 06/23  09:00:00,3279657.836284805,0.0,1332530.907142857,0.0,1332000.0 
 06/23  10:00:00,3892302.075529674,0.0,1332530.907142857,0.0,1332000.0 
 06/23  11:00:00,4195916.277575164,0.0,1332530.907142857,0.0,1332000.0 
 06/23  12:00:00,4468424.501067249,0.0,1332530.907142857,0.0,1332000.0 
 06/23  13:00:00,4665823.253485772,0.0,1332530.907142857,0.0,1332000.0 
 06/23  14:00:00,4898807.177735251,0.0,1332530.907142857,0.0,1332000.0 
 06/23  15:00:00,5025950.458570818,0.0,1332530.907142857,0.0,1332000.0 
 06/23  16:00:00,5007090.756447505,0.0,1332530.907142857,0.0,1332000.0 
 06/23  17:00:00,4884812.887954997,0.0,1332530.907142857,0.0,1332000.0 
 06/23  18:00:00,4547149.98363387,0.0,1332530.907142857,0.0,1332000.0 
 06/23  19:00:00,4317939.678307171,0.0,1332530.907142857,0.0,1332000.0 
 06/23  20:00:00,3991796.8681131885,0.0,1332530.907142857,0.0,1332000.0 
 06/23  21:00:00,3638532.66896014,0.0,1332530.907142857,0.0,1332000.0 
 06/23  22:00:00,3239034.689208793,0.0,1332530.907142857,0.0,1332000.0 
 06/23  23:00:00,2772006.395993871,0.0,1332530.907142857,0.0,1332000.0 
 06/23  24:00:00,2452740.9785949728,0.0,1332530.907142857,0.0,1332000.0 
 06/24  01:00:00,2328565.0720038232,0.0,1332530.907142857,0.0,1332000.0 
 06/24  02:00:00,2315003.3490925105,0.0,1332530.907142857,0.0,1332000.0 
 06/24  03:00:00,2279139.2535626073,0.0,1332530.907142857,0.0,1332000.0 
 06/24  04:00:00,2153785.912070636,0.0,1332530.907142857,0.0,1332000.0 
 06/24  05:00:00,2172629.890610948,0.0,1332530.907142857,0.0,1332000.0 
 06/24  06:00:00,2184850.502810678,0.0,1332530.907142857,0.0,1332000.0 
 06/24  07:00:00,2215968.1098193433,0.0,1332530.907142857,0.0,1332000.0 
 06/24  08:00:00,2258066.3533529136,0.0,1332530.907142857,0.0,1332000.0 
 06/24  09:00:00,2252869.7544507547,0.0,1332530.907142857,0.0,1332000.0 
 06/24  10:00:00,2288117.504914023,0.0,1332530.907142857,0.0,1332000.0 
 06/24  11:00:00,2525473.2856214177,0.0,1332530.907142857,0.0,1332000.0 
 06/24  12:00:00,2773845.754226894,0.0,1332530.907142857,0.0,1332000.0 
 06/24  13:00:00,2881852.3202650175,0.0,1332530.907142857,0.0,1332000.0 
 06/24  14:00:00,3064295.441055187,0.0,1332530.907142857,0.0,1332000.0 
 06/24  15:00:00,3165144.1499606143,0.0,1332530.907142857,0.0,1332000.0 
 06/24  16:00:00,3169573.6031970456,0.0,1332530.907142857,0.0,1332000.0 
 06/24  17:00:00,3156434.338329969,0.0,1332530.907142857,0.0,1332000.0 
 06/24  18:00:00,3035824.6421932634,0.0,1332530.907142857,0.0,1332000.0 
 06/24  19:00:00,2999525.694838088,0.0,1332530.907142857,0.0,1332000.0 
 06/24  20:00:00,2853991.2584370314,0.0,1332530.907142857,0.0,1332000.0 
 06/24  21:00:00,2691936.963876437,0.0,1332530.907142857,0.0,1332000.0 
 06/24  22:00:00,2408865.424039484,0.0,1332530.907142857,0.0,1332000.0 
 06/24  23:00:00,2336599.8776472555,0.0,1332530.907142857,0.0,1332000.0 
 06/24  24:00:00,2388992.929388423,0.0,1332530.907142857,0.0,1332000.0 
 06/25  01:00:00,2206954.909877512,0.0,1332530.907142857,0.0,1332000.0 
 06/25  02:00:00,1978066.2165427268,0.0,1332530.907142857,0.0,1332000.0 
 06/25  03:00:00,1839213.219725628,0.0,1332530.907142857,0.0,1332000.0 
 06/25  04:00:00,1798738.537221565,0.0,1332530.907142857,0.0,1332000.0 
 06/25  05:00:00,1779133.521581347,0.0,1332530.907142857,0.0,1332000.0 
 06/25  06:00:00,1766481.5562881767,0.0,1332530.907142857,0.0,1332000.0 
 06/25  07:00:00,1809967.5653717099,0.0,1332530.907142857,0.0,1332000.0 
 06/25  08:00:00,2243705.671461493,0.0,1332530.907142857,0.0,1332000.0 
 06/25  09:00:00,2833425.019803312,0.0,1332530.907142857,0.0,1332000.0 
 06/25  10:00:00,3565543.6020219764,0.0,1332530.907142857,0.0,1332000.0 
 06/25  11:00:00,3946132.6728304243,0.0,1332530.907142857,0.0,1332000.0 
 06/25  12:00:00,4196655.673165749,0.0,1332530.907142857,0.0,1332000.0 
 06/25  13:00:00,4475434.929290106,0.0,1332530.907142857,0.0,1332000.0 
 06/25  14:00:00,4640763.772684699,0.0,1332530.907142857,0.0,1332000.0 
 06/25  15:00:00,4718412.0196745,0.0,1332530.907142857,0.0,1332000.0 
 06/25  16:00:00,4756269.457994262,0.0,1332530.907142857,0.0,1332000.0 
 06/25  17:00:00,4667683.036389507,0.0,1332530.907142857,0.0,1332000.0 
 06/25  18:00:00,4444463.936700572,0.0,1332530.907142857,0.0,1332000.0 
 06/25  19:00:00,4133374.8945476064,0.0,1332530.907142857,0.0,1332000.0 
 06/25  20:00:00,3667429.863668585,0.0,1332530.907142857,0.0,1332000.0 
 06/25  21:00:00,3258003.1518265046,0.0,1332530.907142857,0.0,1332000.0 
 06/25  22:00:00,3071474.2958660857,0.0,1332530.907142857,0.0,1332000.0 
 06/25  23:00:00,3052178.711103735,0.0,1332530.907142857,0.0,1332000.0 
 06/25  24:00:00,2949088.9505336075,0.0,1332530.907142857,0.0,1332000.0 
 06/26  01:00:00,2793610.6341561135,0.0,1332530.907142857,0.0,1332000.0 
 06/26  02:00:00,2731724.060377511,0.0,1332530.907142857,0.0,1332000.0 
 06/26  03:00:00,2704996.7310847924,0.0,1332530.907142857,0.0,1332000.0 
 06/26  04:00:00,2622674.6130938497,0.0,1332530.907142857,0.0,1332000.0 
 06/26  05:00:00,2638929.087696767,0.0,1332530.907142857,0.0,1332000.0 
 06/26  06:00:00,2640005.233071466,0.0,1332530.907142857,0.0,1332000.0 
 06/26  07:00:00,2668975.812067143,0.0,1332530.907142857,0.0,1332000.0 
 06/26  08:00:00,2902236.391753904,0.0,1332530.907142857,0.0,1332000.0 
 06/26  09:00:00,3233386.455025426,0.0,1332530.907142857,0.0,1332000.0 
 06/26  10:00:00,3720560.309394959,0.0,1332530.907142857,0.0,1332000.0 
 06/26  11:00:00,4206409.047934452,0.0,1332530.907142857,0.0,1332000.0 
 06/26  12:00:00,4560006.926150264,0.0,1332530.907142857,0.0,1332000.0 
 06/26  13:00:00,4800144.52443846,0.0,1332530.907142857,0.0,1332000.0 
 06/26  14:00:00,4905006.922102575,0.0,1332530.907142857,0.0,1332000.0 
 06/26  15:00:00,4981549.419478311,0.0,1332530.907142857,0.0,1332000.0 
 06/26  16:00:00,4951615.854541704,0.0,1332530.907142857,0.0,1332000.0 
 06/26  17:00:00,4631877.500145501,0.0,1332530.907142857,0.0,1332000.0 
 06/26  18:00:00,4277502.565708043,0.0,1332530.907142857,0.0,1332000.0 
 06/26  19:00:00,3914670.189503202,0.0,1332530.907142857,0.0,1332000.0 
 06/26  20:00:00,3358901.5762912096,0.0,1332530.907142857,0.0,1332000.0 
 06/26  21:00:00,3008247.374838394,0.0,1332530.907142857,0.0,1332000.0 
 06/26  22:00:00,2903604.4133310304,0.0,1332530.907142857,0.0,1332000.0 
 06/26  23:00:00,2858320.1026857547,0.0,1332530.907142857,0.0,1332000.0 
 06/26  24:00:00,2830749.347947204,0.0,1332530.907142857,0.0,1332000.0 
 06/27  01:00:00,2788077.0687750517,0.0,1332530.907142857,0.0,1332000.0 
 06/27  02:00:00,2706384.9932975196,0.0,1332530.907142857,0.0,1332000.0 
 06/27  03:00:00,2669061.3815133907,0.0,1332530.907142857,0.0,1332000.0 
 06/27  04:00:00,2631849.6298450483,0.0,1332530.907142857,0.0,1332000.0 
 06/27  05:00:00,2642718.370219325,0.0,1332530.907142857,0.0,1332000.0 
 06/27  06:00:00,2644533.210389307,0.0,1332530.907142857,0.0,1332000.0 
 06/27  07:00:00,2671069.142705122,0.0,1332530.907142857,0.0,1332000.0 
 06/27  08:00:00,2831248.275355202,0.0,1332530.907142857,0.0,1332000.0 
 06/27  09:00:00,3147387.0717964703,0.0,1332530.907142857,0.0,1332000.0 
 06/27  10:00:00,3547585.662384342,0.0,1332530.907142857,0.0,1332000.0 
 06/27  11:00:00,3926791.1039465466,0.0,1332530.907142857,0.0,1332000.0 
 06/27  12:00:00,4319200.79691311,0.0,1332530.907142857,0.0,1332000.0 
 06/27  13:00:00,4666769.607750597,0.0,1332530.907142857,0.0,1332000.0 
 06/27  14:00:00,4981180.714682536,0.0,1332530.907142857,0.0,1332000.0 
 06/27  15:00:00,5039500.594978115,0.0,1332530.907142857,0.0,1332000.0 
 06/27  16:00:00,4883709.087259541,0.0,1332530.907142857,0.0,1332000.0 
 06/27  17:00:00,4692788.081185073,0.0,1332530.907142857,0.0,1332000.0 
 06/27  18:00:00,4390882.861529045,0.0,1332530.907142857,0.0,1332000.0 
 06/27  19:00:00,3977090.316184963,0.0,1332530.907142857,0.0,1332000.0 
 06/27  20:00:00,3474975.4074060456,0.0,1332530.907142857,0.0,1332000.0 
 06/27  21:00:00,3197254.1021336936,0.0,1332530.907142857,0.0,1332000.0 
 06/27  22:00:00,3093043.3548243637,0.0,1332530.907142857,0.0,1332000.0 
 06/27  23:00:00,2965333.3997792457,0.0,1332530.907142857,0.0,1332000.0 
 06/27  24:00:00,2744078.9474316416,0.0,1332530.907142857,0.0,1332000.0 
 06/28  01:00:00,2658186.3013988645,0.0,1332530.907142857,0.0,1332000.0 
 06/28  02:00:00,2648919.829947145,0.0,1332530.907142857,0.0,1332000.0 
 06/28  03:00:00,2669094.5153617375,0.0,1332530.907142857,0.0,1332000.0 
 06/28  04:00:00,2724716.7178973677,0.0,1332530.907142857,0.0,1332000.0 
 06/28  05:00:00,2748119.5210928405,0.0,1332530.907142857,0.0,1332000.0 
 06/28  06:00:00,2683972.3216810683,0.0,1332530.907142857,0.0,1332000.0 
 06/28  07:00:00,2732948.6667774203,0.0,1332530.907142857,0.0,1332000.0 
 06/28  08:00:00,2935749.729883274,0.0,1332530.907142857,0.0,1332000.0 
 06/28  09:00:00,3281469.3628524453,0.0,1332530.907142857,0.0,1332000.0 
 06/28  10:00:00,3678581.672624514,0.0,1332530.907142857,0.0,1332000.0 
 06/28  11:00:00,3952650.288091027,0.0,1332530.907142857,0.0,1332000.0 
 06/28  12:00:00,4282623.084805738,0.0,1332530.907142857,0.0,1332000.0 
 06/28  13:00:00,4674842.971832651,0.0,1332530.907142857,0.0,1332000.0 
 06/28  14:00:00,4914337.627099052,0.0,1332530.907142857,0.0,1332000.0 
 06/28  15:00:00,5003988.770645793,0.0,1332530.907142857,0.0,1332000.0 
 06/28  16:00:00,4937669.471429734,0.0,1332530.907142857,0.0,1332000.0 
 06/28  17:00:00,4099266.085647265,0.0,1332530.907142857,0.0,1332000.0 
 06/28  18:00:00,3299689.5504436377,0.0,1332530.907142857,0.0,1332000.0 
 06/28  19:00:00,3484264.3672124646,0.0,1332530.907142857,0.0,1332000.0 
 06/28  20:00:00,3341236.8322059033,0.0,1332530.907142857,0.0,1332000.0 
 06/28  21:00:00,3128331.4534884393,0.0,1332530.907142857,0.0,1332000.0 
 06/28  22:00:00,2951455.384692625,0.0,1332530.907142857,0.0,1332000.0 
 06/28  23:00:00,2867811.995359531,0.0,1332530.907142857,0.0,1332000.0 
 06/28  24:00:00,2781566.401161671,0.0,1332530.907142857,0.0,1332000.0 
 06/29  01:00:00,2533936.3600337934,0.0,1332530.907142857,0.0,1332000.0 
 06/29  02:00:00,2364082.018704404,0.0,1332530.907142857,0.0,1332000.0 
 06/29  03:00:00,2320704.772966297,0.0,1332530.907142857,0.0,1332000.0 
 06/29  04:00:00,2317501.5553538525,0.0,1332530.907142857,0.0,1332000.0 
 06/29  05:00:00,2352698.2067769393,0.0,1332530.907142857,0.0,1332000.0 
 06/29  06:00:00,2393019.550911391,0.0,1332530.907142857,0.0,1332000.0 
 06/29  07:00:00,2404888.776665556,0.0,1332530.907142857,0.0,1332000.0 
 06/29  08:00:00,2570543.1680331775,0.0,1332530.907142857,0.0,1332000.0 
 06/29  09:00:00,2901189.2253450854,0.0,1332530.907142857,0.0,1332000.0 
 06/29  10:00:00,3198218.1387227625,0.0,1332530.907142857,0.0,1332000.0 
 06/29  11:00:00,3871247.262191476,0.0,1332530.907142857,0.0,1332000.0 
 06/29  12:00:00,4351984.015599585,0.0,1332530.907142857,0.0,1332000.0 
 06/29  13:00:00,4484519.916698182,0.0,1332530.907142857,0.0,1332000.0 
 06/29  14:00:00,4129884.198526497,0.0,1332530.907142857,0.0,1332000.0 
 06/29  15:00:00,4029963.168446525,0.0,1332530.907142857,0.0,1332000.0 
 06/29  16:00:00,4332197.484076917,0.0,1332530.907142857,0.0,1332000.0 
 06/29  17:00:00,4131261.8688009274,0.0,1332530.907142857,0.0,1332000.0 
 06/29  18:00:00,3258750.11420827,0.0,1332530.907142857,0.0,1332000.0 
 06/29  19:00:00,3588843.147637267,0.0,1332530.907142857,0.0,1332000.0 
 06/29  20:00:00,3345848.804632987,0.0,1332530.907142857,0.0,1332000.0 
 06/29  21:00:00,3048987.7562410333,0.0,1332530.907142857,0.0,1332000.0 
 06/29  22:00:00,2958060.73275028,0.0,1332530.907142857,0.0,1332000.0 
 06/29  23:00:00,2994142.211329396,0.0,1332530.907142857,0.0,1332000.0 
 06/29  24:00:00,3041143.868121681,0.0,1332530.907142857,0.0,1332000.0 
 06/30  01:00:00,2996310.1937515787,0.0,1332530.907142857,0.0,1332000.0 
 06/30  02:00:00,2939797.714581637,0.0,1332530.907142857,0.0,1332000.0 
 06/30  03:00:00,2838568.7413802613,0.0,1332530.907142857,0.0,1332000.0 
 06/30  04:00:00,2808398.7961584283,0.0,1332530.907142857,0.0,1332000.0 
 06/30  05:00:00,2772945.27459829,0.0,1332530.907142857,0.0,1332000.0 
 06/30  06:00:00,2793508.022040322,0.0,1332530.907142857,0.0,1332000.0 
 06/30  07:00:00,2783765.6551687494,0.0,1332530.907142857,0.0,1332000.0 
 06/30  08:00:00,2950471.0859094327,0.0,1332530.907142857,0.0,1332000.0 
 06/30  09:00:00,3284056.384085701,0.0,1332530.907142857,0.0,1332000.0 
 06/30  10:00:00,3799146.946824309,0.0,1332530.907142857,0.0,1332000.0 
 06/30  11:00:00,4142787.4075825764,0.0,1332530.907142857,0.0,1332000.0 
 06/30  12:00:00,4265366.926862152,0.0,1332530.907142857,0.0,1332000.0 
 06/30  13:00:00,4331907.623760653,0.0,1332530.907142857,0.0,1332000.0 
 06/30  14:00:00,3565809.814066615,0.0,1332530.907142857,0.0,1332000.0 
 06/30  15:00:00,2639251.0778034083,0.0,1332530.907142857,0.0,1332000.0 
 06/30  16:00:00,2451986.3468028484,0.0,1332530.907142857,0.0,1332000.0 
 06/30  17:00:00,2791217.2048054673,0.0,1332530.907142857,0.0,1332000.0 
 06/30  18:00:00,3312695.255605393,0.0,1332530.907142857,0.0,1332000.0 
 06/30  19:00:00,3555352.8253073124,0.0,1332530.907142857,0.0,1332000.0 
 06/30  20:00:00,3236825.275904873,0.0,1332530.907142857,0.0,1332000.0 
 06/30  21:00:00,2969189.6064753714,0.0,1332530.907142857,0.0,1332000.0 
 06/30  22:00:00,2722146.0408728197,0.0,1332530.907142857,0.0,1332000.0 
 06/30  23:00:00,2682780.9369282546,0.0,1332530.907142857,0.0,1332000.0 
 06/30  24:00:00,2711360.120041067,0.0,1332530.907142857,0.0,1332000.0 
 07/01  01:00:00,2707316.060601472,0.0,1332530.907142857,0.0,1332000.0 
 07/01  02:00:00,2558364.43782995,0.0,1332530.907142857,0.0,1332000.0 
