time,Measurement,Prediction,AC_Electricity_kWh
2023/8/21 1:00,0.272,0.267985733,0.2062530888362356
2023/8/21 2:00,0.318743321893088,0.247740643,0.21412400228705153
2023/8/21 3:00,0.192916372131316,0.240156955,0.2083432905595969
2023/8/21 4:00,0.224197799479354,0.229497458,0.1985417606114234
2023/8/21 5:00,0.369124180859195,0.227292903,0.1965602947596396
2023/8/21 6:00,0.223,0.24683928,0.2160655592679429
2023/8/21 7:00,0.353778487480784,0.32115304,0.2907138009395192
2023/8/21 8:00,0.691410450272948,0.652703008,0.6376619478825513
2023/8/21 9:00,1.00240850009421,0.757648175,0.736264354711848
2023/8/21 10:00,1.03341293059304,0.819877013,0.7970798071714862
2023/8/21 11:00,0.959143958735249,0.962625103,0.9388739708891877
2023/8/21 12:00,0.955274291431865,1.007562293,0.9834920175158987
2023/8/21 13:00,0.999644932448718,1.04919153,1.02494212334816
2023/8/21 14:00,1.0341732232491,1.074944935,1.0505205643937778
2023/8/21 15:00,0.985680443560062,1.029576303,1.0052315656101782
2023/8/21 16:00,1.07992379396384,0.941007313,0.9166921764983037
2023/8/21 17:00,1.06364085606234,0.8273792,0.8032526140808283
2023/8/21 18:00,0.776470417520529,0.588370423,0.5636068476075796
2023/8/21 19:00,0.502717431715988,0.44882668,0.40938183245012916
2023/8/21 20:00,0.421014309223475,0.348700218,0.30949753151442555
2023/8/21 21:00,0.40966017174827,0.31082272,0.2780145607113473
2023/8/21 22:00,0.401343295197537,0.301257938,0.26979358439799245
2023/8/21 23:00,0.409884832704213,0.29780293,0.2665336229391172
2023/8/22 0:00,0.414618811044336,0.28931522,0.2579420459318355
2023/8/22 1:00,0.388184957620751,0.274964153,0.24414026848265086
2023/8/22 2:00,0.338083492582009,0.268049803,0.23645387747390545
2023/8/22 3:00,0.229517400463154,0.265147318,0.23484076734469445
2023/8/22 4:00,0.230308650053648,0.260131743,0.2304072488714541
2023/8/22 5:00,0.333934920439914,0.258164598,0.2284990384154124
2023/8/22 6:00,0.232335695535579,0.23975064,0.20974150586735885
2023/8/22 7:00,0.326332047783019,0.31103492,0.2810104368781407
2023/8/22 8:00,0.670204944328924,0.638058175,0.6210813087041076
2023/8/22 9:00,0.806973562972727,0.819942728,0.7998844532059507
2023/8/22 10:00,0.940154777549962,0.963786393,0.9408306761058606
2023/8/22 11:00,1.06083246826538,1.059908238,1.035857376977664
2023/8/22 12:00,0.988650003182867,1.105301885,1.0807294717046336
2023/8/22 13:00,1.018,1.017871378,0.9933356723572198
2023/8/22 14:00,0.928809355876444,0.832491138,0.8079484094566176
2023/8/22 15:00,0.732510369079641,0.653480013,0.6298392638802013
2023/8/22 16:00,0.561691464169461,0.57098618,0.5480355620790005
2023/8/22 17:00,0.502316736444259,0.536175203,0.5134283447893574
2023/8/22 18:00,0.383754576059908,0.391945193,0.35695534263118966
2023/8/22 19:00,0.32642764328125,0.265755998,0.22873326892943074
2023/8/22 20:00,0.25625545228456,0.236315245,0.20573430829916858
2023/8/22 21:00,0.254796722417907,0.236926723,0.20755361635658237
2023/8/22 22:00,0.27883395906771,0.212397455,0.1831515669303624
2023/8/22 23:00,0.184676297778348,0.22045613,0.19065479114107295
2023/8/23 0:00,0.182709608899488,0.23197981,0.20310586731736047
2023/8/23 1:00,0.188355487103448,0.219426433,0.19048632854104092
2023/8/23 2:00,0.273803354823093,0.200837015,0.17141283760018242
2023/8/23 3:00,0.236372169788429,0.20857418,0.17932813206180329
2023/8/23 4:00,0.193293938447943,0.20741235,0.17817801683804732
2023/8/23 5:00,0.191346660772774,0.188857678,0.16173407963214467
2023/8/23 6:00,0.187734021778192,0.219175373,0.19188705772671125
2023/8/23 7:00,0.283052535219366,0.31846089,0.28879770000769656
2023/8/23 8:00,0.63005150621759,0.631196753,0.6158798118352784
2023/8/23 9:00,0.866619255584736,0.765589715,0.7456284117888363
2023/8/23 10:00,0.785137173732014,0.866850835,0.8445071036058087
2023/8/23 11:00,0.675541284729401,0.812445908,0.7893991119970165
2023/8/23 12:00,0.633014864799692,0.853390425,0.8304395254862988
2023/8/23 13:00,0.802579842965365,0.948342115,0.9245553502299627
2023/8/23 14:00,0.921689180742085,0.988166398,0.9645064142651447
2023/8/23 15:00,1.03187263897436,0.977799055,0.9542332171459922
2023/8/23 16:00,0.931222646361808,0.897947628,0.8744082550692006
2023/8/23 17:00,0.818994819891192,0.802034735,0.7785526179802233
2023/8/23 18:00,0.663422728554023,0.557745063,0.5342697841106541
2023/8/23 19:00,0.452616955008958,0.391033355,0.349378690693032
2023/8/23 20:00,0.292310749375803,0.28447034,0.25003281277180023
2023/8/23 21:00,0.221401542765753,0.23559156,0.2053539948273725
2023/8/23 22:00,0.208975652676508,0.21439043,0.1854731155483335
2023/8/23 23:00,0.312226803443191,0.21337597,0.1847090184352025
2023/8/24 0:00,0.18440718911323,0.208037635,0.17882969307306892
2023/8/24 1:00,0.18058990615733,0.21124688,0.182316979575237
2023/8/24 2:00,0.181535385121511,0.208884238,0.18063605099967103
2023/8/24 3:00,0.120106525435368,0.188780863,0.16025478297312046
2023/8/24 4:00,0.120525775466949,0.184767018,0.1562869352677481
2023/8/24 5:00,0.163,0.186397788,0.15788587102745047
2023/8/24 6:00,0.188871221670941,0.213732155,0.18484803026847346
2023/8/24 7:00,0.304602547933537,0.29269886,0.2633182766239274
2023/8/24 8:00,0.616133188537179,0.626639448,0.6109244695980247
2023/8/24 9:00,0.900512106331668,0.805101648,0.7854244452861165
2023/8/24 10:00,0.827781355624519,0.935675843,0.9132802757026426
2023/8/24 11:00,0.866922858933666,1.036601555,1.0123216322440631
2023/8/24 12:00,0.841241446665478,1.086408103,1.0625773450976788
2023/8/24 13:00,0.84161386901928,1.09049078,1.0668813084400546
2023/8/24 14:00,0.875640296525641,1.06494062,1.0416917944100363
2023/8/24 15:00,1.00184800652764,0.993531053,0.970338943991316
2023/8/24 16:00,0.965879963449335,0.909886418,0.8867505733112125
2023/8/24 17:00,0.815095193625896,0.791274755,0.7681054762298513
2023/8/24 18:00,0.636078006947429,0.535720305,0.512143397802961
2023/8/24 19:00,0.44701926472973,0.395617398,0.35304985920654214
2023/8/24 20:00,0.376603573661765,0.28948706,0.2540154096211024
2023/8/24 21:00,0.366596386630267,0.254188238,0.22322195377643106
2023/8/24 22:00,0.301261120645833,0.23942164,0.20963801932955564
2023/8/24 23:00,0.252686755645833,0.225213633,0.19551826636476274
2023/8/25 0:00,0.202275385508713,0.212418038,0.18271212746548515
2023/8/25 1:00,0.281755957154084,0.20479933,0.17532251657190606
2023/8/25 2:00,0.241409689639109,0.19957425,0.1702035457626308
2023/8/25 3:00,0.188793331753463,0.203318598,0.17405075116374835
2023/8/25 4:00,0.188924862337779,0.18391467,0.1567111311675165
2023/8/25 5:00,0.194,0.18955308,0.16090888702281675
2023/8/25 6:00,0.210770459312997,0.211246753,0.1820513367736438
2023/8/25 7:00,0.297710098855824,0.269355788,0.2396084059818753
2023/8/25 8:00,0.520637182808412,0.617724048,0.6014089832820448
2023/8/25 9:00,0.87026398434791,0.800257768,0.7791557134946798
2023/8/25 10:00,1.12601642343486,0.931511935,0.909263203048108
2023/8/25 11:00,0.979786907982196,1.021142128,0.9977750737756579
2023/8/25 12:00,0.924799339183805,1.08216304,1.0580966138166839
2023/8/25 13:00,0.915954637177104,1.08957055,1.0655915787327808
2023/8/25 14:00,0.91013674389517,1.05841461,1.0347488462301233
2023/8/25 15:00,0.90104476137577,0.981596418,0.9582100274578437
2023/8/25 16:00,0.942459520530264,0.879558238,0.85639906032956
2023/8/25 17:00,0.838980814509112,0.719690133,0.6965432163430645
2023/8/25 18:00,0.562254087344872,0.446118113,0.4234644526243379
2023/8/25 19:00,0.443263004030272,0.28536486,0.2429980737406954
2023/8/25 20:00,0.216330619680046,0.19955287,0.16825993292958336
2023/8/25 21:00,0.330390738522646,0.178586808,0.161451862971963
2023/8/25 22:00,0.191873107294994,0.173690993,0.16979854630910646
2023/8/25 23:00,0.29308769419636,0.171739263,0.1749106820745931
2023/8/26 0:00,0.218354029085497,0.170312358,0.1672874504449751
2023/8/26 1:00,0.188461196615838,0.169586135,0.15366537373770744
2023/8/26 2:00,0.188841590016026,0.166580828,0.15280457386677251
2023/8/26 3:00,0.159037723017903,0.16328635,0.14643282128109045
2023/8/26 4:00,0.118481726317308,0.160173395,0.1615358378267569
2023/8/26 5:00,0.129608102891767,0.15922794,0.14906144050480816
2023/8/26 6:00,0.225422564647165,0.175245213,0.15452916406108508
2023/8/26 7:00,0.361800614439744,0.250015545,0.22134846212659975
2023/8/26 8:00,0.551391379001192,0.601745343,0.586414297299165
2023/8/26 9:00,0.865768965175209,0.798111618,0.7776989109695313
2023/8/26 10:00,0.754760783157437,0.90800683,0.8859111877607798
2023/8/26 11:00,0.822747584954632,0.964888625,0.9420521006120257
2023/8/26 12:00,0.951269220174879,0.998374848,0.9749434915541083
2023/8/26 13:00,0.950067497472301,1.070543775,1.0465792258453201
2023/8/26 14:00,0.902439850747682,1.030469618,1.0067801792917677
2023/8/26 15:00,0.904123884497897,0.944478895,0.9208083489364425
2023/8/26 16:00,0.862054546169272,0.879261003,0.8554104170978617
2023/8/26 17:00,0.753591875083996,0.743715525,0.7196676487519915
2023/8/26 18:00,0.527674156234615,0.496621378,0.4729813778539596
2023/8/26 19:00,0.515204734748654,0.343030133,0.2988363688278864
2023/8/26 20:00,0.26810416024237,0.265134238,0.23153278451058976
2023/8/26 21:00,0.329821317977772,0.252640018,0.22235996070012573
2023/8/26 22:00,0.366433395483135,0.24946897,0.21890563998668844
2023/8/26 23:00,0.370901570865024,0.228038415,0.19865422204965696
2023/8/27 0:00,0.276052946723276,0.229647878,0.199705512059023
2023/8/27 1:00,0.207460835032676,0.22776465,0.19812056303779693
2023/8/27 2:00,0.275517634357088,0.20423515,0.17494757887816392
2023/8/27 3:00,0.312225074375962,0.198274055,0.16988756478244518
2023/8/27 4:00,0.236845053795224,0.211569418,0.1821935017160505
2023/8/27 5:00,0.292018081017144,0.211231318,0.18183765636875918
2023/8/27 6:00,0.218566766061109,0.193398558,0.16513039754084624
2023/8/27 7:00,0.182734828590715,0.198837673,0.17234507800494617
2023/8/27 8:00,0.428437540645202,0.473077438,0.4595709713741486
2023/8/27 9:00,0.653497292577319,0.628840653,0.6081283189755278
2023/8/27 10:00,0.790319757717141,0.78301842,0.7607159033993776
2023/8/27 11:00,0.94674321416752,0.861800143,0.8388438850810424
2023/8/27 12:00,0.889902531326622,0.804054255,0.7804646498393427
2023/8/27 13:00,0.717791286779181,0.693351623,0.6697265260707783
2023/8/27 14:00,0.688688970475154,0.802833955,0.7794011410060538
2023/8/27 15:00,0.768749891548536,0.884939373,0.8611953144012795
2023/8/27 16:00,0.920418412358012,0.879844335,0.8559401018837169
2023/8/27 17:00,0.867322348358151,0.743279508,0.7192506184543314
2023/8/27 18:00,0.566072540173369,0.500167203,0.47607367872818807
2023/8/27 19:00,0.377415695241994,0.34373954,0.2984242912301783
2023/8/27 20:00,0.3739536177402,0.267069738,0.2328332275605272
2023/8/27 21:00,0.35308542982215,0.257115133,0.22529557633022418
2023/8/27 22:00,0.281685406412553,0.252458465,0.22143360605240284
2023/8/27 23:00,0.275365470392405,0.26212155,0.2314656254488463
2023/8/28 0:00,0.356599799135107,0.242824138,0.21193605177262761
2023/8/28 1:00,0.334214515665635,0.25121128,0.22044133263625668
2023/8/28 2:00,0.234530012888343,0.260849088,0.2301613190817092
2023/8/28 3:00,0.353686255124775,0.265173128,0.23512528865399557
2023/8/28 4:00,0.207842752978064,0.260360598,0.23026876505675384
2023/8/28 5:00,0.312927858128279,0.259102475,0.22867115935718335
2023/8/28 6:00,0.248473436631653,0.25958143,0.22838587454886608
2023/8/28 7:00,0.314782453999759,0.335955785,0.3057100331305267
2023/8/28 8:00,0.604280388776909,0.64605909,0.6296577626915416
2023/8/28 9:00,0.888644198563952,0.775972713,0.7556444939338897
2023/8/28 10:00,0.973382477451481,0.854771383,0.8317437212829047
2023/8/28 11:00,0.898247626322887,0.822142633,0.7979421293703975
2023/8/28 12:00,0.771248264368314,0.794785075,0.7704437388139449
2023/8/28 13:00,0.680929024926998,0.74500144,0.7203741362692313
2023/8/28 14:00,0.684009724894791,0.674976103,0.6504250761473105
2023/8/28 15:00,0.619935921008161,0.685085093,0.6608340834840707
2023/8/28 16:00,0.65260677218435,0.623792018,0.5997566297403434
