,HVAC_kWh,HVAC_kWh,LED_total_kWh,LED_total_kWh,FFU_kWh,FFU_kWh,FAU_kWh,FAU_kWh,Total_kWh,Total_kWh
,mean,std,mean,std,mean,std,mean,std,mean,std
Season,,,,,,,,,,
fall,10.66,4.44,10.74,3.49,5.78,0.18,0.73,0.03,27.9,5.37
spring,5.86,3.38,12.51,6.44,4.88,1.87,0.17,0.06,23.43,10.02
summer,13.41,5.43,12.74,4.22,5.29,1.14,0.1,0.17,31.54,9.47
winter,5.52,6.93,10.25,6.2,4.31,2.61,0.48,0.46,20.56,13.63
