city,scenario,schedule_start,schedule_end,photoperiod,optimal_pv_area [m²],optimal_battery_capacity [kWh],capital_cost [$],annual_savings [$/year],payback_period [years],lcoe [$/kWh],grid_cost [$/year],pv_depreciation [$/year],battery_depreciation [$/year],annual_maintenance [$/year],annual_pv_generation [kWh/year],annual_pv_used [kWh/year],annual_grid_import [kWh/year],annual_grid_export [kWh/year],annual_battery_charge [kWh/year],annual_battery_discharge [kWh/year],tlps [%],tlps_max [%],is_feasible,is_optimal,constraint_violations
default_city,independent,0,0,0,0.0,10.0,900.0,-0.7599476739578677,inf,0.20347951794213953,4608.524321822377,36.0,36.0,9.0,0.0,-3.7997383697875193,23042.621609111877,0.0,3.799738369788819,0.0,99.98858447488584,0,False,False,Min SOC violation: 0.072; TLPS violation: 99.99%
default_city,independent,0,0,0,0.0,11.0,990.0,-0.8359405490909921,inf,0.20382746965421994,4608.60031469751,39.6,39.6,9.9,0.0,-4.179702745459508,23043.00157348755,0.0,4.1797027454567885,0.0,99.98858447488584,0,False,False,Min SOC violation: 0.072; TLPS violation: 99.99%
default_city,independent,0,0,0,0.0,12.0,1080.0,-0.9119334242241166,inf,0.20417542136630015,4608.676307572643,43.2,43.2,10.8,0.0,-4.559667121124221,23043.381537863213,0.0,4.559667121124757,0.0,99.98858447488584,0,False,False,Min SOC violation: 0.072; TLPS violation: 99.99%
default_city,independent,0,0,0,0.0,13.0,1170.0,-0.987916994866282,inf,0.20452337267451906,4608.752291143285,46.8,46.8,11.700000000000001,0.0,-4.939584974330501,23043.76145571642,0.0,4.939584974331848,0.0,99.9771689497717,0,False,False,Min SOC violation: 0.072; TLPS violation: 99.98%
default_city,independent,0,0,0,0.0,14.0,1260.0,-1.0639063077669562,inf,0.20487132423198068,4608.828280456186,50.4,50.4,12.6,0.0,-5.3195315388366,23044.141402280926,0.0,5.3195315388357285,0.0,99.9771689497717,0,False,False,Min SOC violation: 0.072; TLPS violation: 99.98%
default_city,independent,0,0,0,0.0,15.0,1350.0,-1.1398956206676303,inf,0.20521927578944232,4608.904269769087,54.0,54.0,13.5,0.0,-5.699478103342699,23044.521348845432,0.0,5.69947810333961,0.0,99.9771689497717,0,False,False,Min SOC violation: 0.072; TLPS violation: 99.98%
default_city,independent,0,0,0,0.0,16.0,1440.0,-1.2158849335683044,inf,0.20556722734690389,4608.980259081987,57.6,57.6,14.4,0.0,-6.079424667841522,23044.90129540993,0.0,6.079424667843492,0.0,99.9771689497717,0,False,False,Min SOC violation: 0.072; TLPS violation: 99.98%
default_city,independent,0,0,0,0.0,17.0,1530.0,-1.2918742464689785,inf,0.2059151789043656,4609.056248394888,61.2,61.2,15.3,0.0,-6.459371232347621,23045.281241974437,0.0,6.459371232347372,0.0,99.9771689497717,0,False,False,Min SOC violation: 0.072; TLPS violation: 99.98%
default_city,independent,0,0,0,0.0,18.0,1620.0,-1.3678635593696526,inf,0.20626313046182712,4609.132237707789,64.8,64.8,16.2,0.0,-6.83931779685372,23045.661188538943,0.0,6.839317796851254,0.0,99.9771689497717,0,False,False,Min SOC violation: 0.072; TLPS violation: 99.98%
default_city,independent,0,0,0,0.0,19.0,1710.0,-1.4438528722703268,inf,0.20661108201928874,4609.208227020689,68.4,68.4,17.1,0.0,-7.219264361359819,23046.04113510345,0.0,7.219264361355135,0.0,99.9771689497717,0,False,False,Min SOC violation: 0.072; TLPS violation: 99.98%
default_city,independent,0,0,0,0.0,20.0,1800.0,-1.5198261042305603,inf,0.2069590328787572,4609.2842002526495,72.0,72.0,18.0,0.0,-7.599130521157349,23046.421001263247,0.0,7.599130521155304,0.0,99.96575342465754,0,False,False,Min SOC violation: 0.072; TLPS violation: 99.97%
default_city,independent,0,0,0,5.0,0.0,141.192,535.8004914093935,0.26615115567529307,0.1772842731478305,4071.9638827390254,5.64768,0.0,1.41192,2679.002457046965,2679.0024570469614,20359.819413695128,0.0,0.0,0.0,100.0,0,False,False,TLPS violation: 100.00%
default_city,independent,0,0,0,5.0,1.0,231.192,535.7244949718934,0.4358656775853617,0.17763222501453538,4072.0398791765256,9.24768,3.6,2.31192,2679.002457046965,2678.6224748594614,20360.199395882628,0.0,0.37998218749999996,0.0,100.0,0,False,False,Min SOC violation: 0.072; TLPS violation: 100.00%
default_city,independent,0,0,0,5.0,2.0,321.192,535.6484985343932,0.6056283568190951,0.17798017688124013,4072.1158756140258,12.84768,7.2,3.21192,2679.002457046965,2678.2424926719614,20360.579378070128,0.0,0.7599643749999999,0.0,100.0,0,False,False,Min SOC violation: 0.072; TLPS violation: 100.00%
default_city,independent,0,0,0,5.0,3.0,411.192,535.572502096893,0.775439213876715,0.17832812874794501,4072.191872051526,16.447680000000002,10.8,4.1119200000000005,2679.002457046965,2677.8625104844614,20360.959360257628,0.0,1.1399465624999998,0.0,100.0,0,False,False,Min SOC violation: 0.072; TLPS violation: 100.00%
default_city,independent,0,0,0,5.0,4.0,501.192,535.4965056593928,0.9452982692700806,0.17867608061464985,4072.267868489026,20.04768,14.4,5.01192,2679.002457046965,2677.4825282969614,20361.339342445128,0.0,1.5199287499999998,0.0,100.0,0,False,False,Min SOC violation: 0.072; TLPS violation: 100.00%
default_city,independent,0,0,0,5.0,5.0,591.192,535.4205092218936,1.115205543522695,0.17902403248135462,4072.3438649265254,23.64768,18.0,5.91192,2679.002457046965,2677.1025461094614,20361.719324632628,0.0,1.8999109374999998,0.0,100.0,0,False,False,Min SOC violation: 0.072; TLPS violation: 100.00%
default_city,independent,0,0,0,5.0,6.0,681.192,535.3445127843934,1.2851610571697205,0.1793719843480595,4072.4198613640256,27.24768,21.6,6.811920000000001,2679.002457046965,2676.7225639219614,20362.099306820128,0.0,2.2798931249999996,0.0,100.0,0,False,False,Min SOC violation: 0.072; TLPS violation: 100.00%
