time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),snowfall (cm),snow_depth (m),weather_code (wmo code),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),et0_fao_evapotranspiration (mm),vapour_pressure_deficit (kPa),wind_speed_10m (km/h),wind_gusts_10m (km/h),soil_temperature_0_to_7cm (°C),soil_moisture_0_to_7cm (m³/m³),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),global_tilted_irradiance (W/m²),terrestrial_radiation (W/m²)
2024-01-01T00:00,4.5,72,-0.1,0.7,0,0,0,0,3,1030.5,1030.2,100,0.02,0.23,11,19.4,6.6,0.279,0,0,0,0,0,0
2024-01-01T01:00,4.3,74,0.1,0.7,0,0,0,0,3,1030,1029.7,99,0.01,0.21,10.1,19.1,6.4,0.279,0,0,0,0,0,0
2024-01-01T02:00,4.1,75,0.1,0.8,0,0,0,0,3,1029.8,1029.5,100,0.01,0.2,8.6,17.3,6.3,0.279,0,0,0,0,0,0
2024-01-01T03:00,3.7,78,0.2,0.5,0,0,0,0,3,1029.3,1029,100,0,0.18,7.3,14.8,6.1,0.279,0,0,0,0,0,0
2024-01-01T04:00,3.7,77,0.1,0.5,0,0,0,0,2,1029,1028.7,67,0,0.18,7.4,12.6,5.9,0.279,0,0,0,0,0,0
2024-01-01T05:00,3.4,78,0,0.4,0,0,0,0,3,1029.3,1029,89,0,0.17,5.7,12.2,5.7,0.279,0,0,0,0,0,0
2024-01-01T06:00,3,80,-0.1,-0.3,0,0,0,0,3,1029.8,1029.5,96,0,0.15,7.9,13,5.4,0.279,0,0,0,0,0,0
2024-01-01T07:00,2.7,81,-0.2,-1,0,0,0,0,3,1030.2,1029.9,100,0.01,0.14,10.5,17.3,5.3,0.279,0,0,0,0,0,0
2024-01-01T08:00,2.9,80,-0.2,-0.7,0,0,0,0,2,1030.6,1030.3,59,0.02,0.15,10.2,18.7,5.3,0.279,49,14,35,103.4,49,147.5
2024-01-01T09:00,4.3,74,0.1,1.1,0,0,0,0,3,1031.5,1031.2,100,0.07,0.22,7.7,18,6.1,0.276,169,57,112,203.9,169,395.3
2024-01-01T10:00,6,61,-0.8,2.8,0,0,0,0,3,1031.2,1030.9,99,0.13,0.36,6.8,18.4,7.2,0.276,321,151,170,358.1,321,596.5
2024-01-01T11:00,7,56,-1.3,3.8,0,0,0,0,3,1030.3,1030,89,0.18,0.45,5.9,19.1,8.3,0.275,418,200,218,383.7,418,737.2
2024-01-01T12:00,7.4,54,-1.2,4.4,0,0,0,0,3,1029.5,1029.2,100,0.18,0.47,4.6,18,9.2,0.275,410,158,252,276.6,410,808
2024-01-01T13:00,7.6,54,-1,4.8,0,0,0,0,3,1028.5,1028.2,91,0.17,0.48,3.4,15.8,9.8,0.274,373,129,244,226.9,373,804
2024-01-01T14:00,7.8,54,-0.9,5.3,0,0,0,0,3,1027.9,1027.7,97,0.15,0.48,1,14,10.2,0.274,330,116,214,226.1,330,725.6
2024-01-01T15:00,7.6,55,-0.9,4.9,0,0,0,0,3,1027.6,1027.3,99,0.11,0.47,2.5,10.4,10.2,0.273,233,58,175,142,233,577.9
2024-01-01T16:00,7.1,56,-1.1,4.1,0,0,0,0,3,1027.6,1027.3,100,0.07,0.44,4.6,11.5,9.7,0.273,127,27,100,102.9,127,371.2
2024-01-01T17:00,5.8,66,-0.1,3.1,0,0,0,0,3,1027.5,1027.2,93,0.02,0.32,3.9,11.5,8.8,0.273,33,9,24,71.5,33,119.4
2024-01-01T18:00,4.8,76,0.9,2.4,0,0,0,0,2,1027.6,1027.3,59,0,0.21,2.9,6.8,7.9,0.273,0,0,0,0,0,0
2024-01-01T19:00,2.9,84,0.5,-0.2,0,0,0,0,0,1027.5,1027.2,7,0,0.12,7.2,9.7,6.9,0.273,0,0,0,0,0,0
2024-01-01T20:00,2.4,83,-0.2,-0.7,0,0,0,0,0,1027.6,1027.3,0,0,0.12,6.2,10.8,6,0.273,0,0,0,0,0,0
2024-01-01T21:00,3,86,0.9,-0.2,0,0,0,0,0,1027.7,1027.4,0,0,0.1,8.2,14.4,6.8,0.271,0,0,0,0,0,0
2024-01-01T22:00,2.5,88,0.6,-0.5,0,0,0,0,0,1027.8,1027.5,0,0,0.09,6.5,14,6,0.271,0,0,0,0,0,0
2024-01-01T23:00,1.8,90,0.3,-1.4,0,0,0,0,0,1027.2,1026.9,0,0,0.07,7.1,10.8,5.3,0.271,0,0,0,0,0,0
2024-01-02T00:00,1.2,91,-0.2,-2.4,0,0,0,0,0,1027,1026.7,0,0,0.06,9.8,12.2,4.7,0.271,0,0,0,0,0,0
2024-01-02T01:00,2.3,87,0.3,-0.9,0,0,0,0,0,1026.9,1026.6,0,0,0.1,7.6,11.2,4.2,0.271,0,0,0,0,0,0
2024-01-02T02:00,0.7,92,-0.5,-2.8,0,0,0,0,0,1026.4,1026.1,0,0,0.05,8.8,9.4,3.7,0.271,0,0,0,0,0,0
2024-01-02T03:00,0.4,94,-0.5,-3.3,0,0,0,0,0,1025.7,1025.4,0,0,0.04,9.7,11.9,3.4,0.271,0,0,0,0,0,0
2024-01-02T04:00,0,95,-0.7,-3.5,0,0,0,0,0,1025.5,1025.2,0,0,0.03,8.9,11.2,3,0.271,0,0,0,0,0,0
2024-01-02T05:00,0.3,94,-0.6,-3,0,0,0,0,0,1025.1,1024.8,0,0,0.04,7.3,11.5,2.8,0.271,0,0,0,0,0,0
2024-01-02T06:00,0.1,93,-0.9,-3.3,0,0,0,0,0,1025.4,1025.1,0,0,0.04,7.7,11.9,2.6,0.271,0,0,0,0,0,0
2024-01-02T07:00,0,93,-1,-3.5,0,0,0,0,0,1025.5,1025.2,0,0,0.04,8.2,11.9,2.5,0.271,0,0,0,0,0,0
2024-01-02T08:00,2.9,88,1.1,-0.5,0,0,0,0,0,1025.6,1025.3,1,0.02,0.09,10,14.8,3,0.271,61,28,33,207.1,61,146.6
2024-01-02T09:00,5.5,80,2.3,2.6,0,0,0,0,0,1025.4,1025.1,14,0.07,0.18,7.6,16.9,3.8,0.272,216,131,85,469.2,216,394.9
2024-01-02T10:00,7.6,67,1.8,4.6,0,0,0,0,0,1025.1,1024.9,1,0.15,0.34,7.6,19.1,5.7,0.272,375,268,107,635.4,375,596.6
2024-01-02T11:00,8.7,62,1.8,6,0,0,0,0,0,1024.6,1024.4,4,0.21,0.43,6.1,19.4,7.4,0.271,494,374,120,716.9,494,738
2024-01-02T12:00,9.5,60,2.1,6.7,0,0,0,0,2,1023.1,1022.9,71,0.24,0.48,7.1,20.2,8.9,0.27,556,430,126,751.5,556,809.4
2024-01-02T13:00,9.8,60,2.4,7.1,0,0,0,0,3,1022,1021.8,99,0.24,0.49,6.8,20.5,10,0.269,546,411,135,721.3,546,806.1
2024-01-02T14:00,9.9,60,2.5,7.8,0,0,0,0,3,1021.6,1021.4,100,0.21,0.49,2.7,19.1,10.6,0.269,453,289,164,561.4,453,728.1
2024-01-02T15:00,9.9,59,2.3,7.5,0,0,0,0,3,1021.4,1021.2,100,0.13,0.5,4,13,10.7,0.268,270,88,182,214.3,270,580.9
2024-01-02T16:00,8.9,61,1.9,5.6,0,0,0,0,3,1021.8,1021.6,100,0.08,0.44,10.3,19.1,10.1,0.268,129,15,114,56.7,129,374.5
2024-01-02T17:00,6.5,71,1.5,2.3,0,0,0,0,3,1022.5,1022.3,100,0.04,0.28,15.3,26.6,9.1,0.268,38,4,34,31.5,38,122.8
2024-01-02T18:00,6,71,1.1,2,0,0,0,0,3,1022.9,1022.6,100,0.03,0.27,14,26.6,8.3,0.268,0,0,0,0,0,0
2024-01-02T19:00,5.8,73,1.2,1.9,0,0,0,0,3,1023.1,1022.8,100,0.02,0.25,13,23.8,7.7,0.268,0,0,0,0,0,0
2024-01-02T20:00,5.5,75,1.5,2.2,0,0,0,0,3,1023.5,1023.2,100,0.01,0.22,9.5,22.3,7.3,0.268,0,0,0,0,0,0
2024-01-02T21:00,5.2,76,1.4,1.6,0,0,0,0,3,1023.7,1023.4,100,0.01,0.21,11.8,21.6,7.6,0.267,0,0,0,0,0,0
2024-01-02T22:00,4.9,83,2.2,1.4,0.2,0.2,0,0,51,1024,1023.7,100,0.01,0.15,11.6,20.2,7.1,0.268,0,0,0,0,0,0
2024-01-02T23:00,4.8,86,2.7,1.4,0.4,0.4,0,0,51,1024,1023.7,100,0,0.12,11.5,20.5,6.6,0.271,0,0,0,0,0,0
2024-01-03T00:00,4.4,91,3.1,1.5,0.7,0.7,0,0,53,1024.1,1023.8,100,0,0.07,8.6,19.4,6.1,0.28,0,0,0,0,0,0
2024-01-03T01:00,3.7,94,2.8,0.4,0.8,0.8,0,0,53,1024.3,1024,100,0,0.05,11.1,20.2,5.7,0.291,0,0,0,0,0,0
2024-01-03T02:00,3.2,95,2.5,-0.1,0.4,0.4,0,0,51,1024.2,1023.9,100,0,0.04,10.8,21.6,5.3,0.296,0,0,0,0,0,0
2024-01-03T03:00,2.7,96,2.2,-1,0.2,0.2,0,0,51,1024.4,1024.1,100,0,0.03,13.2,24.1,5,0.298,0,0,0,0,0,0
2024-01-03T04:00,2.6,95,1.9,-1.1,0,0,0,0,3,1024.2,1023.9,100,0,0.04,12.7,24.1,4.7,0.298,0,0,0,0,0,0
2024-01-03T05:00,2.7,94,1.9,-0.9,0,0,0,0,3,1024,1023.7,100,0,0.04,12.4,23.4,4.5,0.298,0,0,0,0,0,0
2024-01-03T06:00,3,94,2.1,-0.9,0,0,0,0,3,1024.6,1024.3,100,0,0.05,14.4,26.6,4.5,0.298,0,0,0,0,0,0
2024-01-03T07:00,3.1,93,2,-1.2,0,0,0,0,2,1025.1,1024.8,79,0,0.05,16.9,29.2,4.5,0.298,0,0,0,0,0,0
2024-01-03T08:00,3,88,1.2,-1.7,0,0,0,0,3,1025.8,1025.5,100,0.02,0.09,18.8,34.6,4.5,0.297,38,6,32,44.5,38,145.9
2024-01-03T09:00,3.2,83,0.6,-1.9,0,0,0,0,3,1027,1026.7,100,0.05,0.13,21,38.9,5.4,0.295,111,8,103,28.7,111,394.6
2024-01-03T10:00,3.7,79,0.4,-1.5,0,0,0,0,3,1027.3,1027,100,0.07,0.16,21.5,40.3,5.7,0.294,201,22,179,52.1,201,596.9
2024-01-03T11:00,4.9,72,0.3,-0.2,0,0,0,0,3,1027.3,1027,81,0.12,0.24,21,41.4,6.4,0.294,353,108,245,206.8,353,738.9
2024-01-03T12:00,6.2,63,-0.3,1.2,0,0,0,0,1,1026.5,1026.2,20,0.17,0.35,18.9,40.3,7.4,0.293,462,235,227,409.9,462,811
2024-01-03T13:00,6.9,63,0.2,2.1,0,0,0,0,0,1025.9,1025.6,15,0.2,0.37,18.4,38.5,8.2,0.292,539,382,157,668.6,539,808.3
2024-01-03T14:00,7.1,62,0.3,2.4,0,0,0,0,0,1025.6,1025.3,10,0.18,0.38,18.2,37.4,8.8,0.291,480,343,137,663.9,480,730.8
2024-01-03T15:00,7,64,0.6,2.5,0,0,0,0,0,1025.8,1025.6,2,0.14,0.37,16.6,36.4,8.9,0.291,362,245,117,593.4,362,584.1
2024-01-03T16:00,6.6,65,0.5,2.4,0,0,0,0,0,1026.4,1026.1,1,0.09,0.34,14.7,32.4,8.5,0.29,208,126,82,471.7,208,377.9
2024-01-03T17:00,4.9,75,0.8,1.4,0,0,0,0,0,1027,1026.7,0,0.03,0.22,10.2,26.6,7.6,0.29,52,23,29,179.2,52,126.4
2024-01-03T18:00,3.8,81,0.8,0.2,0,0,0,0,0,1027.2,1026.9,0,0.01,0.15,10.7,18.4,6.7,0.29,0,0,0,0,0,0
2024-01-03T19:00,3,85,0.7,-0.3,0,0,0,0,0,1027.2,1026.9,0,0,0.12,9.2,18,5.9,0.29,0,0,0,0,0,0
2024-01-03T20:00,1.9,89,0.4,-1.1,0,0,0,0,0,1027.5,1027.2,1,0,0.07,6.5,15.1,5.2,0.29,0,0,0,0,0,0
2024-01-03T21:00,0.3,94,-0.5,-3.2,0,0,0,0,0,1028.2,1027.9,0,0,0.04,8.9,10.4,5,0.29,0,0,0,0,0,0
2024-01-03T22:00,-0.4,95,-1.1,-4,0,0,0,0,0,1027.9,1027.6,0,0,0.03,8.9,11.2,4.2,0.29,0,0,0,0,0,0
2024-01-03T23:00,0,94,-0.8,-3.2,0,0,0,0,0,1027.6,1027.3,0,0,0.03,6.9,10.4,3.4,0.29,0,0,0,0,0,0
2024-01-04T00:00,0.9,94,0,-2,0,0,0,0,0,1027.2,1026.9,1,0,0.04,4.9,7.9,2.8,0.289,0,0,0,0,0,0
2024-01-04T01:00,0.7,94,-0.1,-1.8,0,0,0,0,0,1026.7,1026.4,10,0,0.04,2.6,5.8,2.2,0.289,0,0,0,0,0,0
2024-01-04T02:00,0.9,94,0,-1.3,0,0,0,0,0,1026.2,1025.9,10,0,0.04,0.4,3.2,1.7,0.289,0,0,0,0,0,0
2024-01-04T03:00,1.4,92,0.2,-1.2,0,0,0,0,0,1025.6,1025.3,0,0,0.06,3.4,3.6,1.2,0.289,0,0,0,0,0,0
2024-01-04T04:00,2,89,0.4,-0.9,0,0,0,0,0,1025.7,1025.4,4,0,0.08,5.6,6.5,1,0.289,0,0,0,0,0,0
2024-01-04T05:00,0.6,95,-0.2,-2.6,0,0,0,0,1,1025.6,1025.3,23,0,0.03,6.9,7.6,0.9,0.289,0,0,0,0,0,0
2024-01-04T06:00,-0.7,99,-0.9,-4.2,0,0,0,0,3,1025.9,1025.6,100,0,0.01,7.9,11.2,0.9,0.289,0,0,0,0,0,0
2024-01-04T07:00,-0.1,99,-0.2,-3.1,0,0,0,0,3,1026,1025.7,100,0,0.01,6,10.4,1.2,0.289,0,0,0,0,0,0
2024-01-04T08:00,1.6,99,1.4,-1.3,0,0,0,0,3,1026.2,1025.9,100,0.01,0.01,6.6,13.7,2,0.289,41,6,35,44.5,41,145.2
2024-01-04T09:00,2.5,93,1.5,-0.6,0,0,0,0,3,1027.2,1026.9,100,0.04,0.05,8.6,19.4,3.7,0.288,125,21,104,75.3,125,394.5
2024-01-04T10:00,3.5,88,1.6,0.1,0,0,0,0,2,1027.1,1026.8,76,0.07,0.1,10.1,21.6,4.5,0.288,211,24,187,56.8,211,597.3
2024-01-04T11:00,5.1,81,2.1,1.8,0,0,0,0,2,1026.2,1025.9,74,0.13,0.17,10.7,24.8,5.8,0.288,372,137,235,261.9,372,740
2024-01-04T12:00,6.1,78,2.5,2.7,0,0,0,0,3,1025,1024.7,81,0.17,0.21,11.9,27.4,6.9,0.287,471,241,230,419.5,471,812.7
2024-01-04T13:00,7.5,72,2.7,4.3,0,0,0,0,2,1023.9,1023.7,59,0.2,0.3,10.2,27,8,0.286,531,353,178,616.1,531,810.5
2024-01-04T14:00,8.6,68,3,5.7,0,0,0,0,2,1023,1022.8,61,0.19,0.36,9,24.1,8.8,0.286,470,305,165,588.1,470,733.7
2024-01-04T15:00,9.3,64,2.9,6.3,0,0,0,0,0,1022.3,1022.1,5,0.16,0.42,9.3,21.6,9.2,0.285,364,244,120,587.7,364,587.3
2024-01-04T16:00,8.9,66,2.9,5.6,0,0,0,0,0,1022.2,1022,4,0.1,0.39,11,20.5,8.9,0.285,210,129,81,478.5,210,381.4
2024-01-04T17:00,6.8,76,2.9,3.7,0,0,0,0,0,1022.4,1022.2,3,0.03,0.23,10,18.4,8,0.284,53,24,29,185.1,53,130
2024-01-04T18:00,6.1,75,2,2.3,0,0,0,0,0,1022.9,1022.6,13,0.02,0.24,14,22.7,7.1,0.284,0,0,0,0,0,0
2024-01-04T19:00,5.5,76,1.5,1.3,0,0,0,0,3,1023.1,1022.8,85,0.02,0.22,15.7,26.6,6.5,0.284,0,0,0,0,0,0
2024-01-04T20:00,5,83,2.4,1.1,0,0,0,0,3,1023.3,1023,99,0.01,0.15,14.9,26.3,6,0.284,0,0,0,0,0,0
2024-01-04T21:00,5.6,85,3.2,1.8,0,0,0,0,3,1023,1022.7,99,0.01,0.14,14.8,25.2,6.6,0.284,0,0,0,0,0,0
2024-01-04T22:00,5.7,83,3,1.9,0,0,0,0,3,1022.9,1022.6,100,0.01,0.16,15,25.6,6.3,0.284,0,0,0,0,0,0
2024-01-04T23:00,6,80,2.8,2,0,0,0,0,3,1022.8,1022.5,100,0.02,0.19,15.8,27,6.1,0.284,0,0,0,0,0,0
2024-01-05T00:00,6.2,82,3.3,2.4,0,0,0,0,1,1022.7,1022.4,45,0.01,0.17,15.2,26.6,6,0.284,0,0,0,0,0,0
2024-01-05T01:00,5.7,87,3.7,2.3,0,0,0,0,0,1022.5,1022.2,0,0,0.12,13.4,25.2,5.7,0.283,0,0,0,0,0,0
2024-01-05T02:00,5.4,88,3.6,2.1,0,0,0,0,0,1022.2,1021.9,3,0,0.1,11.9,22.3,5.5,0.283,0,0,0,0,0,0
2024-01-05T03:00,5.1,89,3.4,2,0,0,0,0,0,1021.6,1021.3,5,0,0.1,10.5,20.2,5.3,0.283,0,0,0,0,0,0
2024-01-05T04:00,4.5,90,2.9,1.6,0,0,0,0,0,1021.5,1021.2,12,0,0.09,8.6,17.3,5,0.283,0,0,0,0,0,0
2024-01-05T05:00,3.4,92,2.2,0.6,0,0,0,0,3,1021.5,1021.2,91,0,0.06,7.1,14,4.7,0.283,0,0,0,0,0,0
2024-01-05T06:00,4.6,91,3.2,2.1,0,0,0,0,3,1021.9,1021.6,99,0,0.08,6.5,11.5,4.8,0.283,0,0,0,0,0,0
2024-01-05T07:00,4,93,3,1.6,0,0,0,0,1,1022.3,1022,33,0,0.06,5.1,10.4,4.8,0.283,0,0,0,0,0,0
2024-01-05T08:00,4.9,88,3.1,2.1,0,0,0,0,0,1022.7,1022.4,0,0.02,0.1,7.8,12.6,5,0.283,48,15,33,111.4,48,144.7
2024-01-05T09:00,6.8,83,4.1,5,0,0,0,0,1,1023.3,1023.1,38,0.08,0.17,2.9,11.2,5.8,0.283,215,134,81,480.6,215,394.4
2024-01-05T10:00,8.5,74,4.1,6.1,0,0,0,0,3,1023.7,1023.5,96,0.14,0.29,6.3,17.3,7.3,0.283,342,215,127,508.7,342,597.9
2024-01-05T11:00,9.4,69,3.9,7.1,0,0,0,0,1,1022.9,1022.7,37,0.16,0.37,5.9,18,8.4,0.282,353,157,196,299.7,353,741.2
2024-01-05T12:00,11.1,64,4.6,8.8,0,0,0,0,1,1022.1,1021.9,29,0.24,0.48,6.9,19.1,9.9,0.281,517,357,160,620,517,814.5
2024-01-05T13:00,12.3,61,4.9,10,0,0,0,0,1,1021.4,1021.2,31,0.25,0.56,7,19.4,11,0.281,503,337,166,586.4,503,813
2024-01-05T14:00,13.1,58,4.9,10.8,0,0,0,0,1,1020.7,1020.5,28,0.23,0.64,6.6,19.1,11.7,0.28,461,304,157,583.8,461,736.6
2024-01-05T15:00,13.3,57,4.8,11.2,0,0,0,0,1,1020.6,1020.4,26,0.18,0.66,5.6,17.6,12,0.279,349,222,127,531.7,349,590.6
2024-01-05T16:00,12.4,64,5.9,10.9,0,0,0,0,1,1020.9,1020.7,34,0.1,0.51,3.3,14.4,11.7,0.279,205,121,84,444.6,205,385
2024-01-05T17:00,10.7,71,5.6,9,0,0,0,0,3,1021.6,1021.4,100,0.03,0.38,4.5,5.8,10.3,0.279,54,24,30,183.3,54,133.7
2024-01-05T18:00,7.2,85,4.9,4.7,0,0,0,0,3,1022.5,1022.3,95,0,0.15,8.4,13,9.1,0.278,0,0,0,0,0,0
2024-01-05T19:00,5.7,86,3.6,3.2,0,0,0,0,3,1022.9,1022.6,95,0,0.12,6.6,14.4,8.2,0.278,0,0,0,0,0,0
2024-01-05T20:00,4.6,90,3.1,2,0,0,0,0,3,1023.2,1022.9,91,0,0.09,7.2,12.2,7.4,0.278,0,0,0,0,0,0
2024-01-05T21:00,4.2,92,3.1,1.7,0,0,0,0,3,1023.6,1023.3,97,0,0.06,6.1,12.2,7.8,0.273,0,0,0,0,0,0
2024-01-05T22:00,3.6,95,2.8,1.1,0,0,0,0,0,1023.6,1023.3,1,0,0.04,5.5,10.1,7,0.273,0,0,0,0,0,0
2024-01-05T23:00,2.6,96,2,-0.2,0,0,0,0,0,1023.8,1023.5,0,0,0.03,6.6,9,6.2,0.273,0,0,0,0,0,0
2024-01-06T00:00,1.9,97,1.5,-1.1,0,0,0,0,0,1023.7,1023.4,0,0,0.02,8,9.7,5.6,0.273,0,0,0,0,0,0
2024-01-06T01:00,1.6,98,1.2,-1.5,0,0,0,0,0,1023.8,1023.5,0,0,0.02,7.6,10.8,5,0.273,0,0,0,0,0,0
2024-01-06T02:00,2,97,1.6,-0.8,0,0,0,0,0,1023.9,1023.6,0,0,0.02,6.6,10.4,4.6,0.273,0,0,0,0,0,0
2024-01-06T03:00,2.2,96,1.7,-1,0,0,0,0,0,1023.5,1023.2,0,0,0.03,8.7,13.7,4.4,0.273,0,0,0,0,0,0
2024-01-06T04:00,2.2,95,1.5,-0.9,0,0,0,0,0,1023.4,1023.1,0,0,0.04,8.6,15.1,4.3,0.273,0,0,0,0,0,0
2024-01-06T05:00,2,95,1.3,-1,0,0,0,0,0,1023.4,1023.1,0,0,0.04,7.2,14,4.1,0.273,0,0,0,0,0,0
2024-01-06T06:00,1.8,96,1.3,-1.1,0,0,0,0,0,1023.8,1023.5,0,0,0.02,6.5,11.9,3.9,0.273,0,0,0,0,0,0
2024-01-06T07:00,1.3,98,1.1,-1.7,0,0,0,0,1,1024.2,1023.9,22,0,0.01,6.9,10.8,3.7,0.273,0,0,0,0,0,0
2024-01-06T08:00,3.4,98,3,0.5,0,0,0,0,0,1024.8,1024.5,4,0.01,0.02,8.8,14.8,4,0.273,57,23,34,170.8,57,144.3
2024-01-06T09:00,4.8,97,4.4,2.2,0,0,0,0,3,1025.5,1025.2,100,0.05,0.02,8.5,19.1,5.2,0.273,162,47,115,168.5,162,394.5
2024-01-06T10:00,6.7,87,4.8,4.2,0,0,0,0,2,1025.5,1025.2,76,0.09,0.12,8.7,20.2,6.4,0.273,248,51,197,120.5,248,598.6
2024-01-06T11:00,8.5,79,5,6.4,0,0,0,0,2,1025.2,1025,57,0.16,0.24,5.8,20.5,7.9,0.273,383,152,231,289.6,383,742.5
2024-01-06T12:00,9.8,71,4.8,7.9,0,0,0,0,1,1024.5,1024.3,20,0.22,0.35,3.8,17.3,9.4,0.272,480,260,220,450.5,480,816.5
2024-01-06T13:00,10.7,67,4.8,8.6,0,0,0,0,0,1023.6,1023.4,4,0.25,0.43,5.4,16.9,10.6,0.271,540,385,155,667.8,540,815.5
2024-01-06T14:00,11.2,63,4.3,8.9,0,0,0,0,0,1023.4,1023.2,1,0.23,0.5,6,18,11.3,0.271,488,362,126,692.3,488,739.6
2024-01-06T15:00,11.3,58,3.4,8.9,0,0,0,0,0,1023.5,1023.3,2,0.17,0.56,5.6,17.3,11.5,0.27,370,262,108,623.9,370,594.1
2024-01-06T16:00,10.6,58,2.7,7.9,0,0,0,0,0,1024.1,1023.9,1,0.1,0.54,6.4,14.8,11.1,0.27,209,128,81,465.9,209,388.7
2024-01-06T17:00,7.9,69,2.5,4.8,0,0,0,0,0,1025,1024.8,0,0.04,0.33,9.7,15.5,10,0.27,54,23,31,173.8,54,137.4
2024-01-06T18:00,5.6,83,3,2.6,0,0,0,0,0,1025.8,1025.5,0,0,0.15,9.8,19.1,8.8,0.27,0,0,0,0,0,0
2024-01-06T19:00,4.3,93,3.3,1.4,0,0,0,0,0,1026.2,1025.9,0,0,0.06,9.3,16.6,7.7,0.27,0,0,0,0,0,0
2024-01-06T20:00,3.7,95,2.9,0.6,0,0,0,0,0,1026.6,1026.3,0,0,0.04,9.4,15.8,6.9,0.27,0,0,0,0,0,0
2024-01-06T21:00,3.7,96,3.1,0.7,0,0,0,0,0,1027.4,1027.1,0,0,0.04,9.7,16.9,7.9,0.27,0,0,0,0,0,0
2024-01-06T22:00,3.4,96,2.7,0.1,0,0,0,0,0,1027.7,1027.4,0,0,0.04,11.2,18.4,7,0.27,0,0,0,0,0,0
2024-01-06T23:00,3.2,96,2.6,-0.3,0,0,0,0,0,1027.9,1027.6,0,0,0.03,12.3,20.9,6.3,0.27,0,0,0,0,0,0
2024-01-07T00:00,3,96,2.5,-0.4,0,0,0,0,0,1027.9,1027.6,1,0,0.03,11.5,20.9,5.8,0.27,0,0,0,0,0,0
2024-01-07T01:00,3,96,2.4,-0.5,0,0,0,0,0,1028.2,1027.9,1,0,0.03,11.9,20.2,5.4,0.27,0,0,0,0,0,0
2024-01-07T02:00,2.7,96,2.1,-0.8,0,0,0,0,0,1028.4,1028.1,0,0,0.03,11.7,20.2,5,0.27,0,0,0,0,0,0
2024-01-07T03:00,2.5,93,1.6,-1.1,0,0,0,0,0,1028.4,1028.1,0,0,0.05,11.6,19.8,4.7,0.27,0,0,0,0,0,0
2024-01-07T04:00,2.4,93,1.3,-1.3,0,0,0,0,0,1028.3,1028,0,0,0.05,11.9,20.2,4.4,0.27,0,0,0,0,0,0
2024-01-07T05:00,2.3,92,1.1,-1.4,0,0,0,0,0,1028.6,1028.3,0,0,0.06,11.9,20.5,4.1,0.27,0,0,0,0,0,0
2024-01-07T06:00,2,90,0.6,-1.9,0,0,0,0,0,1029.2,1028.9,0,0,0.07,12.7,21.2,3.9,0.27,0,0,0,0,0,0
2024-01-07T07:00,1.8,88,0,-2.4,0,0,0,0,0,1029.8,1029.5,0,0,0.08,13.7,23,3.6,0.27,0,0,0,0,0,0
2024-01-07T08:00,2.7,82,-0.1,-1.6,0,0,0,0,0,1030.7,1030.4,6,0.03,0.13,14.6,24.1,3.8,0.27,60,27,33,200.6,60,144
2024-01-07T09:00,4.5,74,0.2,0.6,0,0,0,0,1,1031.7,1031.4,21,0.08,0.22,12.3,24.5,5.4,0.27,218,132,86,473,218,394.8
2024-01-07T10:00,6,61,-1.1,1.6,0,0,0,0,1,1032,1031.7,27,0.15,0.37,14.4,29.9,6.4,0.269,380,270,110,637.2,380,599.4
2024-01-07T11:00,7,50,-2.8,2.3,0,0,0,0,0,1031.6,1031.3,0,0.2,0.51,14.8,31,7.6,0.269,501,372,129,707.3,501,743.9
2024-01-07T12:00,7.5,46,-3.4,2.8,0,0,0,0,0,1030.7,1030.4,0,0.24,0.56,15.3,32.4,8.6,0.268,569,439,130,758.7,569,818.5
2024-01-07T13:00,7.5,46,-3.3,2.7,0,0,0,0,0,1030.3,1030,0,0.24,0.56,15.9,33.1,9.4,0.267,569,440,129,760.7,569,818.2
2024-01-07T14:00,7.1,46,-3.7,1.9,0,0,0,0,0,1029.9,1029.6,3,0.21,0.54,17,34.6,9.6,0.266,503,381,122,725.6,503,742.8
2024-01-07T15:00,6.2,46,-4.7,0.8,0,0,0,0,0,1030,1029.7,0,0.17,0.51,18.2,35.6,9.4,0.266,380,270,110,639.1,380,597.6
2024-01-07T16:00,5,49,-4.8,-0.2,0,0,0,0,0,1030.2,1029.9,0,0.11,0.44,16.6,35.3,8.7,0.265,219,137,82,493.9,219,392.4
2024-01-07T17:00,3.5,59,-3.7,-1,0,0,0,0,0,1030.7,1030.4,0,0.05,0.32,12.3,31,7.6,0.265,59,27,32,201.9,59,141.3
2024-01-07T18:00,2.3,66,-3.3,-1.6,0,0,0,0,0,1030.9,1030.6,0,0.01,0.24,8.8,21.2,6.5,0.265,0,0,0,0,0,0
2024-01-07T19:00,1.2,73,-3.2,-2.4,0,0,0,0,1,1031.2,1030.9,25,0.01,0.18,6.9,15.1,5.5,0.265,0,0,0,0,0,0
2024-01-07T20:00,0.6,75,-3.2,-3.1,0,0,0,0,2,1031.5,1031.2,51,0,0.16,7.7,12.6,4.7,0.265,0,0,0,0,0,0
