time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),snowfall (cm),snow_depth (m),weather_code (wmo code),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),et0_fao_evapotranspiration (mm),vapour_pressure_deficit (kPa),wind_speed_10m (km/h),wind_gusts_10m (km/h),soil_temperature_0_to_7cm (°C),soil_moisture_0_to_7cm (m³/m³),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),global_tilted_irradiance (W/m²),terrestrial_radiation (W/m²)
2024-11-06T11:00,17.6,42,4.6,14,0,0,0,0,2,1029.7,1029.5,70,0.35,1.16,16.5,32.8,17.6,0.347,576,393,183,618.2,576,885.1
2024-11-06T12:00,17.9,42,4.7,14.9,0,0,0,0,1,1029.4,1029.2,30,0.38,1.19,14.2,33.5,18.4,0.345,628,455,173,679.1,628,933
2024-11-06T13:00,18.7,39,4.6,15.3,0,0,0,0,1,1028.4,1028.2,49,0.39,1.31,16.6,32,19,0.343,613,452,161,696.7,613,903.4
2024-11-06T14:00,17.5,44,5.1,13.6,0,0,0,0,0,1028.1,1027.9,8,0.31,1.12,18.3,37.4,19,0.342,479,297,182,517.9,479,798.5
2024-11-06T15:00,17.6,42,4.5,13.8,0,0,0,0,2,1027.9,1027.7,69,0.26,1.16,16.8,34.9,18.8,0.341,371,245,126,545.5,371,625.4
2024-11-06T16:00,15.9,54,6.7,12.4,0,0,0,0,0,1028.3,1028.1,17,0.16,0.83,18.5,37.8,18.1,0.34,169,74,95,260.3,169,395.8
2024-11-06T17:00,14.5,56,5.9,12,0,0,0,0,0,1028.5,1028.3,0,0.07,0.73,10.2,32.4,17.2,0.34,49,18,31,136,49,125.5
2024-11-06T18:00,13.7,59,5.9,10.5,0,0,0,0,0,1029,1028.8,5,0.06,0.64,14.4,22.7,16.3,0.34,0,0,0,0,0,0
2024-11-06T19:00,13.5,60,5.8,10.3,0,0,0,0,0,1029.3,1029.1,5,0.06,0.62,14.2,28.4,15.7,0.34,0,0,0,0,0,0
2024-11-06T20:00,12.8,64,6.2,10.3,0,0,0,0,1,1029.8,1029.6,22,0.03,0.53,10.4,24.1,15.2,0.341,0,0,0,0,0,0
2024-11-06T21:00,11.9,62,4.8,8.8,0,0,0,0,0,1030.1,1029.9,4,0.04,0.53,12,19.8,14.9,0.341,0,0,0,0,0,0
2024-11-06T22:00,11.5,64,4.9,8.4,0,0,0,0,0,1029.9,1029.7,13,0.04,0.49,12.3,20.9,14.4,0.341,0,0,0,0,0,0
2024-11-06T23:00,11.5,65,5.2,8.8,0,0,0,0,1,1029.5,1029.3,38,0.03,0.47,10.3,20.5,14,0.341,0,0,0,0,0,0
2024-11-07T00:00,11.4,68,5.6,9.1,0,0,0,0,1,1029.1,1028.9,39,0.02,0.44,8.3,16.9,13.8,0.341,0,0,0,0,0,0
2024-11-07T01:00,10.7,72,5.9,8.7,0,0,0,0,1,1028.9,1028.7,45,0.01,0.35,6.3,14,13.4,0.341,0,0,0,0,0,0
2024-11-07T02:00,11.2,68,5.5,8.9,0,0,0,0,2,1028.5,1028.3,73,0.02,0.43,8.2,13,13.3,0.341,0,0,0,0,0,0
2024-11-07T03:00,11.1,66,5.1,8.4,0,0,0,0,1,1028.1,1027.9,35,0.03,0.45,10.4,17.3,13.2,0.342,0,0,0,0,0,0
2024-11-07T04:00,10.9,66,4.8,8.1,0,0,0,0,2,1028.2,1028,72,0.03,0.44,10.7,18,13.1,0.342,0,0,0,0,0,0
2024-11-07T05:00,11.3,67,5.4,8.7,0,0,0,0,1,1028.7,1028.5,36,0.03,0.44,10,18,13,0.342,0,0,0,0,0,0
2024-11-07T06:00,12.2,66,6,9.3,0,0,0,0,1,1029.1,1028.9,46,0.04,0.48,12.9,21.6,13,0.342,0,0,0,0,0,0
2024-11-07T07:00,13.5,63,6.7,11.1,0,0,0,0,3,1029.6,1029.4,90,0.06,0.57,10.9,23.8,13.4,0.342,12,0,12,0,12,89
2024-11-07T08:00,14.5,64,7.8,12.5,0,0,0,0,3,1030.1,1029.9,100,0.09,0.59,9.3,18,14.1,0.342,110,21,89,88.6,110,330.2
2024-11-07T09:00,15.6,60,7.8,13.2,0,0,0,0,1,1031,1030.8,39,0.17,0.72,12.4,23.4,15.4,0.338,261,114,147,278.2,261,570.8
2024-11-07T10:00,16.1,55,7,13.3,0,0,0,0,3,1031.1,1030.9,94,0.21,0.83,13.8,29.2,16.1,0.338,314,113,201,207.6,314,758.4
2024-11-07T11:00,16.5,53,7,14,0,0,0,0,3,1030.5,1030.3,100,0.23,0.88,12.1,27.4,16.7,0.337,337,107,230,169.3,337,880.3
2024-11-07T12:00,16.7,53,7.2,14.1,0,0,0,0,3,1029.6,1029.4,100,0.26,0.89,13.1,27,17.3,0.336,395,114,281,171.1,395,928.2
2024-11-07T13:00,17.1,53,7.4,14.5,0.1,0.1,0,0,51,1028.3,1028.1,98,0.3,0.92,13.5,29.2,17.9,0.335,499,245,254,379.8,499,898.7
2024-11-07T14:00,16.9,54,7.6,14.4,0,0,0,0,3,1028,1027.8,87,0.22,0.88,12.9,28.1,18,0.335,328,83,245,145.6,328,794
2024-11-07T15:00,16.6,54,7.4,14.1,0,0,0,0,1,1028.1,1027.9,44,0.18,0.86,12.6,25.9,17.8,0.334,229,63,166,141.3,229,621.1
2024-11-07T16:00,16,59,7.9,13.7,0,0,0,0,3,1027.9,1027.7,95,0.11,0.75,12.3,24.1,17.3,0.334,87,5,82,17.8,87,391.8
2024-11-07T17:00,15.1,62,7.8,12.9,0,0,0,0,2,1027.7,1027.5,75,0.07,0.66,10.8,21.6,16.8,0.334,33,7,26,53.5,33,122.8
2024-11-07T18:00,14.6,65,8.1,12.3,0,0,0,0,2,1027.8,1027.6,62,0.04,0.59,12.2,20.5,16.3,0.334,0,0,0,0,0,0
2024-11-07T19:00,14,67,8.1,11.5,0,0,0,0,1,1028.1,1027.9,31,0.04,0.52,13.6,23,15.8,0.334,0,0,0,0,0,0
2024-11-07T20:00,13.3,70,7.9,10.8,0,0,0,0,0,1027.8,1027.6,2,0.04,0.47,13.3,23,15.3,0.334,0,0,0,0,0,0
2024-11-07T21:00,12.9,75,8.7,11.3,0,0,0,0,0,1028.3,1028.1,1,0.01,0.37,8.6,14,14.8,0.332,0,0,0,0,0,0
2024-11-07T22:00,13,75,8.7,11.3,0,0,0,0,0,1028.5,1028.3,1,0.02,0.38,9.3,15.5,14.5,0.332,0,0,0,0,0,0
2024-11-07T23:00,12.7,76,8.5,10.8,0,0,0,0,0,1028.5,1028.3,0,0.02,0.35,10.1,16.6,14.2,0.332,0,0,0,0,0,0
2024-11-08T00:00,12.4,76,8.3,10.2,0,0,0,0,0,1028.2,1028,6,0.02,0.35,12.1,20.2,14,0.332,0,0,0,0,0,0
2024-11-08T01:00,12.2,76,8.1,10,0,0,0,0,0,1027.5,1027.3,18,0.02,0.34,11.3,20.2,13.8,0.332,0,0,0,0,0,0
2024-11-08T02:00,11.9,77,7.9,9.9,0,0,0,0,1,1027,1026.8,35,0.01,0.32,9.5,19.1,13.6,0.332,0,0,0,0,0,0
2024-11-08T03:00,11.8,76,7.7,9.9,0,0,0,0,0,1026.4,1026.2,0,0.01,0.33,8.7,15.8,13.4,0.332,0,0,0,0,0,0
2024-11-08T04:00,11.8,75,7.5,9.7,0,0,0,0,0,1026,1025.8,0,0.02,0.35,9.9,16.2,13.2,0.332,0,0,0,0,0,0
2024-11-08T05:00,11.6,74,7.2,9.5,0,0,0,0,0,1026.2,1026,15,0.01,0.35,9.2,16.9,13,0.333,0,0,0,0,0,0
2024-11-08T06:00,11.8,73,7.1,9.8,0,0,0,0,2,1026.3,1026.1,70,0.02,0.38,8.8,15.5,13,0.333,0,0,0,0,0,0
2024-11-08T07:00,12.8,73,8,10.5,0,0,0,0,2,1026.2,1026,59,0.05,0.41,12.4,19.1,13.1,0.333,19,3,16,28.5,19,86.8
2024-11-08T08:00,15,73,10.3,13.2,0,0,0,0,0,1026.6,1026.4,11,0.09,0.45,13.4,24.5,14,0.333,143,56,87,239.6,143,325.8
2024-11-08T09:00,17.1,68,11.1,16,0,0,0,0,0,1027.2,1027,7,0.19,0.63,9.8,20.2,15.7,0.333,326,206,120,507.1,326,566.2
2024-11-08T10:00,18.9,60,11,17.4,0,0,0,0,2,1027,1026.8,69,0.28,0.87,12.6,25.9,17,0.332,467,319,148,589.9,467,753.7
2024-11-08T11:00,18.7,63,11.6,16.9,0,0,0,0,3,1026.5,1026.3,86,0.23,0.79,15.7,30.2,17.6,0.331,335,158,177,251.5,335,875.5
2024-11-08T12:00,20,59,11.7,18.7,0,0,0,0,2,1025.4,1025.2,60,0.37,0.96,14.1,32.4,18.7,0.329,611,454,157,685.2,611,923.5
2024-11-08T13:00,19.7,60,11.7,18,0,0,0,0,3,1024.7,1024.5,100,0.31,0.93,15.1,30.6,19.3,0.328,503,302,201,470.8,503,894.2
2024-11-08T14:00,19.2,62,11.8,17.4,0,0,0,0,3,1024.1,1023.9,100,0.26,0.85,16.3,31.7,19.4,0.327,404,193,211,340.7,404,789.6
2024-11-08T15:00,18.6,63,11.5,16.7,0,0,0,0,3,1023.9,1023.7,100,0.17,0.79,16.2,32,19.1,0.326,191,19,172,42.9,191,617
2024-11-08T16:00,18,67,11.8,16.3,0,0,0,0,3,1023.8,1023.6,100,0.11,0.68,15.9,31,18.6,0.326,103,10,93,35.9,103,388
2024-11-08T17:00,17.2,72,12.1,15.6,0,0,0,0,3,1024,1023.8,100,0.07,0.56,15.4,27.7,18,0.326,21,0,21,0,21,120.9
2024-11-08T18:00,17.2,72,12.1,15.2,0,0,0,0,3,1024.4,1024.2,100,0.05,0.54,18.2,31,17.7,0.326,0,0,0,0,0,0
2024-11-08T19:00,16.8,73,11.9,14.6,0,0,0,0,3,1024.1,1023.9,100,0.05,0.52,19,32.8,17.3,0.326,0,0,0,0,0,0
2024-11-08T20:00,16.2,74,11.7,14.2,0,0,0,0,3,1024.3,1024.1,100,0.04,0.47,17.1,32.4,17,0.326,0,0,0,0,0,0
2024-11-08T21:00,16.8,74,12.2,15.6,0,0,0,0,3,1024.9,1024.7,100,0.03,0.49,13.1,25.2,17.1,0.325,0,0,0,0,0,0
2024-11-08T22:00,17.3,76,13,16.4,0,0,0,0,3,1024.8,1024.6,100,0.03,0.47,12.1,22,17.1,0.325,0,0,0,0,0,0
2024-11-08T23:00,17.7,82,14.5,17,0,0,0,0,3,1024.3,1024.1,100,0.02,0.37,15.2,25.2,17.1,0.325,0,0,0,0,0,0
2024-11-09T00:00,17.7,83,14.7,16.9,0,0,0,0,3,1024.1,1023.9,100,0.02,0.35,16,27.4,17.1,0.325,0,0,0,0,0,0
2024-11-09T01:00,17.1,87,14.9,16.3,0,0,0,0,3,1023.5,1023.3,100,0.01,0.26,16.2,27.7,17,0.325,0,0,0,0,0,0
2024-11-09T02:00,17,89,15.1,16.5,0,0,0,0,1,1023.1,1022.9,25,0.01,0.22,15.5,27.7,16.9,0.326,0,0,0,0,0,0
2024-11-09T03:00,16.9,90,15.2,16.7,0,0,0,0,3,1022.8,1022.6,96,0,0.19,13.4,26.3,16.8,0.326,0,0,0,0,0,0
2024-11-09T04:00,17.2,88,15.3,16.9,0,0,0,0,2,1022.2,1022,66,0.01,0.23,14.4,25.2,16.8,0.326,0,0,0,0,0,0
2024-11-09T05:00,17.3,87,15.2,16.8,0,0,0,0,3,1022.3,1022.1,100,0.01,0.25,15,27,16.8,0.326,0,0,0,0,0,0
2024-11-09T06:00,17.6,86,15.2,17.3,0,0,0,0,3,1022.7,1022.5,100,0.01,0.29,13.9,25.2,16.8,0.326,0,0,0,0,0,0
2024-11-09T07:00,18,85,15.4,17.9,0,0,0,0,3,1023.1,1022.9,100,0.04,0.32,13,23,17,0.326,13,0,13,0,13,84.6
2024-11-09T08:00,19.2,80,15.7,19,0,0,0,0,3,1023.9,1023.7,100,0.08,0.44,14.2,24.5,17.4,0.326,84,6,78,26,84,321.4
2024-11-09T09:00,20,75,15.4,19.4,0,0,0,0,3,1024.4,1024.2,100,0.13,0.59,16.1,29.2,17.6,0.329,144,16,128,39.7,144,561.6
2024-11-09T10:00,21,67,14.7,19.4,0,0,0,0,3,1024.4,1024.2,100,0.25,0.81,21.5,40,18.7,0.328,362,150,212,279.3,362,749
2024-11-09T11:00,21,66,14.3,19.4,0,0,0,0,3,1024.4,1024.2,100,0.27,0.86,21,40.3,19.4,0.327,381,94,287,150.5,381,870.8
2024-11-09T12:00,21.3,64,14.2,19.3,0,0,0,0,3,1023.5,1023.3,100,0.31,0.91,22.6,42.5,20.1,0.326,469,171,298,259.5,469,918.8
2024-11-09T13:00,21.1,65,14.2,19.1,0,0,0,0,3,1022.7,1022.5,100,0.31,0.89,22.7,43.6,20.6,0.325,481,244,237,382.5,481,889.6
2024-11-09T14:00,19.8,70,14.1,18.2,0,0,0,0,3,1022,1021.8,100,0.16,0.7,20,42.8,20.2,0.324,171,1,170,1.8,171,785.3
2024-11-09T15:00,19.6,71,14.1,18.2,0,0,0,0,3,1022.1,1021.9,100,0.15,0.67,18.3,36.4,20,0.324,166,8,158,18.2,166,612.9
2024-11-09T16:00,19,73,14.2,18,0,0,0,0,3,1022.1,1021.9,100,0.1,0.58,16.4,33.5,19.6,0.324,100,3,97,10.9,100,384.2
2024-11-09T17:00,18.3,76,14,17.4,0,0,0,0,3,1022.3,1022.1,100,0.06,0.51,15.2,28.4,19.1,0.323,23,0,23,0,23,119
2024-11-09T18:00,18,79,14.2,17.1,0,0,0,0,3,1022.5,1022.3,100,0.03,0.44,15.2,25.9,18.7,0.324,0,0,0,0,0,0
2024-11-09T19:00,17.8,81,14.4,17.2,0,0,0,0,3,1022.3,1022.1,100,0.02,0.4,14.4,25.9,18.4,0.324,0,0,0,0,0,0
2024-11-09T20:00,17.4,83,14.5,17,0,0,0,0,3,1022.3,1022.1,94,0.02,0.34,13,24.5,18.1,0.324,0,0,0,0,0,0
2024-11-09T21:00,17.1,83,14.3,16.9,0,0,0,0,3,1023.3,1023.1,100,0.01,0.33,11.2,20.2,17.9,0.325,0,0,0,0,0,0
2024-11-09T22:00,17.1,84,14.4,16.7,0,0,0,0,3,1022.8,1022.6,89,0.01,0.31,12.5,20.9,17.7,0.325,0,0,0,0,0,0
2024-11-09T23:00,17.1,85,14.5,17,0,0,0,0,3,1022.3,1022.1,100,0.01,0.3,10.9,21.2,17.6,0.325,0,0,0,0,0,0
2024-11-10T00:00,17.2,85,14.6,17.1,0,0,0,0,3,1021.9,1021.7,100,0.01,0.29,10.8,18.4,17.6,0.326,0,0,0,0,0,0
2024-11-10T01:00,17.3,84,14.7,17.1,0,0,0,0,3,1021.1,1020.9,100,0.01,0.31,11.9,19.8,17.6,0.326,0,0,0,0,0,0
2024-11-10T02:00,16.9,87,14.7,16.8,0,0,0,0,3,1020.7,1020.5,100,0,0.25,11.2,20.2,17.5,0.326,0,0,0,0,0,0
2024-11-10T03:00,16.9,87,14.6,16.7,0,0,0,0,3,1020.7,1020.5,100,0.01,0.26,11.6,20.2,17.4,0.326,0,0,0,0,0,0
2024-11-10T04:00,17.2,85,14.7,16.9,0.1,0.1,0,0,51,1020.6,1020.4,100,0.01,0.3,12.9,22,17.5,0.327,0,0,0,0,0,0
2024-11-10T05:00,16.9,91,15.4,16.7,0.7,0.7,0,0,53,1020.8,1020.6,100,0,0.18,13.5,23.4,17.3,0.332,0,0,0,0,0,0
2024-11-10T06:00,16.6,93,15.4,15.9,0.7,0.7,0,0,53,1020.8,1020.6,100,0,0.14,17.5,29.5,17.1,0.341,0,0,0,0,0,0
2024-11-10T07:00,16.3,93,15.1,15.2,1.3,1.3,0,0,61,1020.6,1020.4,100,0.03,0.14,18.6,33.1,16.8,0.358,4,0,4,0,4,82.4
2024-11-10T08:00,16,91,14.6,15.2,1.2,1.2,0,0,55,1021.2,1021,100,0.04,0.16,16.2,32.4,16.7,0.372,31,0,31,0,31,316.9
2024-11-10T09:00,16.3,91,14.9,15.6,0.6,0.6,0,0,53,1021.3,1021.1,100,0.06,0.16,16,29.2,17,0.364,93,3,90,7.5,93,556.9
2024-11-10T10:00,17.5,89,15.7,17.8,0.5,0.5,0,0,53,1021.3,1021.1,100,0.12,0.22,11.4,27.7,17.5,0.368,216,14,202,26.2,216,744.3
2024-11-10T11:00,18.3,85,15.7,17.9,0.2,0.2,0,0,51,1021.1,1020.9,100,0.12,0.33,16.2,27.7,18,0.368,187,5,182,8.1,187,866.1
2024-11-10T12:00,18.9,83,15.9,18.5,0.2,0.2,0,0,51,1020.6,1020.4,100,0.14,0.38,15.9,32,18.3,0.368,213,22,191,33.6,213,914.2
2024-11-10T13:00,19.2,79,15.4,18.5,0,0,0,0,3,1020,1019.8,100,0.18,0.47,17.3,33.1,18.9,0.367,278,36,242,56.7,278,885.2
2024-11-10T14:00,18.5,75,14.1,17.7,0,0,0,0,3,1020,1019.8,100,0.11,0.53,14.4,33.5,18.7,0.365,106,0,106,0,106,781.1
2024-11-10T15:00,18.3,74,13.6,17.2,0,0,0,0,3,1020.1,1019.9,100,0.1,0.54,15.1,27.4,18.7,0.364,92,0,92,0,92,609
2024-11-10T16:00,17.9,74,13.1,16.4,0,0,0,0,3,1020.4,1020.2,100,0.09,0.54,16.7,30.2,18.5,0.362,62,2,60,7.3,62,380.6
2024-11-10T17:00,17.2,76,12.9,15.6,0,0,0,0,3,1020.9,1020.7,90,0.06,0.47,16.6,30.2,18.2,0.361,21,5,16,39.4,21,117.3
2024-11-10T18:00,16.6,77,12.6,15.1,0,0,0,0,1,1021.5,1021.3,34,0.03,0.44,15.9,28.8,17.8,0.36,0,0,0,0,0,0
2024-11-10T19:00,16.2,79,12.6,15,0,0,0,0,0,1021.9,1021.7,2,0.02,0.39,14,27.4,17.5,0.359,0,0,0,0,0,0
2024-11-10T20:00,15.4,84,12.8,14.6,0,0,0,0,0,1022,1021.8,0,0.01,0.28,11.4,24.1,17.1,0.358,0,0,0,0,0,0
2024-11-10T21:00,14.7,91,13.2,14.4,0,0,0,0,0,1022.5,1022.3,1,0,0.16,9.2,20.2,16.8,0.354,0,0,0,0,0,0
2024-11-10T22:00,14.1,94,13.1,14.2,0,0,0,0,1,1022.6,1022.4,23,0,0.1,6,15.5,16.4,0.354,0,0,0,0,0,0
2024-11-10T23:00,14.2,94,13.3,14.1,0,0,0,0,0,1022.6,1022.4,5,0,0.1,8,13,16,0.353,0,0,0,0,0,0
2024-11-11T00:00,14.2,94,13.3,13.7,0,0,0,0,0,1022.5,1022.3,1,0,0.09,10.7,18,15.8,0.353,0,0,0,0,0,0
2024-11-11T01:00,14.3,94,13.3,13.7,0,0,0,0,0,1022.3,1022.1,0,0,0.1,11.3,19.4,15.7,0.352,0,0,0,0,0,0
2024-11-11T02:00,14.2,94,13.2,13.7,0,0,0,0,0,1022,1021.8,0,0,0.1,10.1,19.1,15.5,0.352,0,0,0,0,0,0
2024-11-11T03:00,14,94,13,13.6,0,0,0,0,0,1021.5,1021.3,0,0,0.1,9.4,16.9,15.4,0.352,0,0,0,0,0,0
2024-11-11T04:00,13.8,94,12.9,13.4,0,0,0,0,0,1021.4,1021.2,0,0,0.09,8.8,15.5,15.2,0.351,0,0,0,0,0,0
2024-11-11T05:00,13.7,94,12.8,13.2,0,0,0,0,0,1021.5,1021.3,1,0,0.09,9.4,15.8,15,0.351,0,0,0,0,0,0
2024-11-11T06:00,13.7,94,12.8,13.2,0,0,0,0,0,1021.6,1021.4,2,0,0.09,9.5,16.2,14.9,0.35,0,0,0,0,0,0
2024-11-11T07:00,14.2,94,13.2,13.6,0,0,0,0,0,1022,1021.8,0,0.02,0.1,11,17.6,14.9,0.35,18,5,13,49.7,18,80.2
2024-11-11T08:00,16,91,14.5,15.9,0,0,0,0,0,1022.1,1021.9,0,0.07,0.17,10.8,19.4,15.6,0.35,146,73,73,326.1,146,312.4
2024-11-11T09:00,17.9,82,14.8,18.2,0,0,0,0,0,1022.7,1022.5,0,0.17,0.36,8.6,19.4,17,0.348,317,205,112,518,317,552.3
2024-11-11T10:00,19.8,67,13.5,19,0,0,0,0,2,1022.6,1022.4,51,0.27,0.77,12.8,26.6,18.2,0.347,462,326,136,615.2,462,739.5
2024-11-11T11:00,20.6,62,13,19.7,0,0,0,0,2,1021.9,1021.7,53,0.32,0.92,12.3,27,19.3,0.345,506,314,192,508.8,506,861.4
2024-11-11T12:00,21,60,12.9,20.3,0,0,0,0,2,1020.9,1020.7,57,0.34,1,11.2,26.3,20.1,0.343,547,354,193,543.2,547,909.5
2024-11-11T13:00,21,59,12.6,20.2,0,0,0,0,3,1020.1,1019.9,89,0.31,1.03,11.3,24.8,20.6,0.342,477,276,201,437.4,477,880.7
2024-11-11T14:00,20.5,61,12.6,19.5,0,0,0,0,3,1019.8,1019.6,96,0.23,0.95,12.1,24.1,20.5,0.34,311,130,181,233.6,311,776.9
2024-11-11T15:00,20.2,61,12.4,19,0,0,0,0,3,1019.8,1019.6,93,0.22,0.93,13.3,26.3,20.5,0.339,317,160,157,369.1,317,605.1
2024-11-11T16:00,19.2,66,12.6,18.2,0,0,0,0,1,1020.1,1019.9,32,0.13,0.76,12.1,26.6,20,0.338,152,40,112,148.1,152,377
2024-11-11T17:00,17.1,74,12.4,16.6,0,0,0,0,0,1020.4,1020.2,0,0.04,0.5,8.2,21.2,19,0.338,39,12,27,95.6,39,115.5
2024-11-11T18:00,15.7,80,12.3,15.3,0,0,0,0,0,1020.9,1020.7,0,0.01,0.35,7.5,13.7,18.1,0.338,0,0,0,0,0,0
2024-11-11T19:00,14.9,85,12.4,14.6,0,0,0,0,0,1021.1,1020.9,0,0,0.25,7.2,12.6,17.3,0.338,0,0,0,0,0,0
2024-11-11T20:00,14.4,87,12.3,14,0,0,0,0,0,1021.2,1021,0,0,0.21,7.6,12.2,16.7,0.338,0,0,0,0,0,0
2024-11-11T21:00,13.8,91,12.4,13.7,0,0,0,0,0,1021.9,1021.7,0,0,0.14,5.9,10.8,17.1,0.335,0,0,0,0,0,0
2024-11-11T22:00,13.5,92,12.1,13.2,0,0,0,0,0,1021.8,1021.6,0,0,0.13,6.1,9.7,16.4,0.335,0,0,0,0,0,0
2024-11-11T23:00,13,92,11.8,12.6,0,0,0,0,0,1021.3,1021.1,0,0,0.11,5.9,9.7,15.9,0.335,0,0,0,0,0,0
2024-11-12T00:00,12.5,94,11.5,12.1,0,0,0,0,0,1021,1020.8,0,0,0.09,5.6,9,15.4,0.335,0,0,0,0,0,0
2024-11-12T01:00,12,95,11.2,11.4,0,0,0,0,0,1020.9,1020.7,0,0,0.07,6.1,9.4,15,0.335,0,0,0,0,0,0
2024-11-12T02:00,12.3,93,11.3,11.7,0,0,0,0,0,1020.9,1020.7,0,0,0.1,6.7,10.4,14.7,0.335,0,0,0,0,0,0
2024-11-12T03:00,12.6,92,11.3,11.8,0,0,0,0,0,1020.7,1020.5,0,0,0.12,8.5,14,14.5,0.335,0,0,0,0,0,0
2024-11-12T04:00,12.7,91,11.2,11.8,0,0,0,0,0,1020.7,1020.5,0,0,0.14,8.6,14.4,14.4,0.335,0,0,0,0,0,0
2024-11-12T05:00,12.6,91,11.1,11.7,0,0,0,0,0,1020.9,1020.7,0,0,0.14,8.9,14.8,14.2,0.335,0,0,0,0,0,0
2024-11-12T06:00,12.8,91,11.4,11.8,0,0,0,0,0,1021.2,1021,0,0,0.13,9.5,15.8,14.1,0.335,0,0,0,0,0,0
2024-11-12T07:00,13.7,92,12.4,13.1,0,0,0,0,0,1021.4,1021.2,0,0.02,0.12,9.1,15.8,14.2,0.335,18,4,14,40.4,18,77.9
2024-11-12T08:00,15.9,88,13.9,15.8,0,0,0,0,0,1021.8,1021.6,0,0.07,0.22,8.9,16.9,15.1,0.335,146,76,70,344.6,146,307.9
2024-11-12T09:00,18.1,81,14.7,18.1,0,0,0,0,0,1022.2,1022,0,0.17,0.4,10.6,22,16.6,0.334,314,205,109,522.7,314,547.6
2024-11-12T10:00,19.6,71,14.3,18.7,0,0,0,0,1,1022.4,1022.2,22,0.26,0.65,15.7,30.6,17.9,0.333,461,329,132,625.2,461,734.8
2024-11-12T11:00,20.4,66,13.9,19.3,0,0,0,0,1,1022.3,1022.1,26,0.31,0.8,15.7,31.7,19,0.332,518,342,176,557.4,518,856.7
2024-11-12T12:00,20.6,65,13.8,19.7,0,0,0,0,0,1021.5,1021.3,14,0.33,0.85,14.3,31.7,19.8,0.33,547,350,197,540.1,547,905
2024-11-12T13:00,20.8,63,13.5,19.9,0,0,0,0,0,1020.8,1020.6,19,0.34,0.9,13.7,29.5,20.4,0.329,551,381,170,607.1,551,876.3
2024-11-12T14:00,20.6,63,13.3,19.7,0,0,0,0,1,1020.3,1020.1,27,0.28,0.89,13.4,28.8,20.6,0.327,437,271,166,489.7,437,772.8
2024-11-12T15:00,19.9,65,13.2,19,0,0,0,0,1,1020.2,1020,20,0.2,0.81,13.5,27.4,20.4,0.327,284,134,150,311.2,284,601.3
2024-11-12T16:00,18.9,71,13.5,18.3,0,0,0,0,1,1020.2,1020,20,0.12,0.64,12,26.6,19.9,0.326,168,79,89,295.3,168,373.6
2024-11-12T17:00,17.3,80,13.9,17.1,0,0,0,0,0,1020.2,1020,10,0.04,0.39,9.6,20.9,19,0.326,37,12,25,96.5,37,113.9
2024-11-12T18:00,16.2,86,13.9,16.2,0,0,0,0,0,1020.6,1020.4,10,0,0.26,8.5,16.2,18.1,0.326,0,0,0,0,0,0
2024-11-12T19:00,15.8,88,13.9,15.9,0,0,0,0,0,1021,1020.8,10,0,0.21,7.8,14,17.5,0.326,0,0,0,0,0,0
2024-11-12T20:00,15.5,90,13.9,15.7,0,0,0,0,0,1021.3,1021.1,0,0,0.18,7.2,13,17,0.326,0,0,0,0,0,0
2024-11-12T21:00,15,93,14,15.4,0,0,0,0,0,1021.3,1021.1,1,0,0.11,6,9.7,17,0.343,0,0,0,0,0,0
2024-11-12T22:00,14.7,94,13.8,15,0,0,0,0,0,1021.4,1021.2,0,0,0.09,6.4,10.1,16.5,0.343,0,0,0,0,0,0
2024-11-12T23:00,14.7,94,13.8,14.9,0,0,0,0,0,1021,1020.8,0,0,0.1,6.9,11.2,16.2,0.343,0,0,0,0,0,0
2024-11-13T00:00,14.8,94,13.9,14.9,0,0,0,0,0,1020.5,1020.3,1,0,0.1,7.8,13,15.9,0.343,0,0,0,0,0,0
2024-11-13T01:00,15,94,14,15,0,0,0,0,0,1020.2,1020,5,0,0.11,8.4,14,15.8,0.343,0,0,0,0,0,0
2024-11-13T02:00,15.1,94,14.1,15,0,0,0,0,0,1020,1019.8,3,0,0.11,9.3,15.5,15.7,0.343,0,0,0,0,0,0
2024-11-13T03:00,15.1,94,14.1,15.3,0,0,0,0,3,1020,1019.8,96,0,0.11,8.2,15.8,15.6,0.343,0,0,0,0,0,0
2024-11-13T04:00,15.5,94,14.5,15.8,0,0,0,0,1,1019.5,1019.3,24,0,0.11,8,13.7,15.7,0.343,0,0,0,0,0,0
2024-11-13T05:00,15.1,94,14.1,15.4,0,0,0,0,1,1019.5,1019.3,38,0,0.11,7,13.3,15.6,0.343,0,0,0,0,0,0
2024-11-13T06:00,15.3,93,14.2,15.6,0,0,0,0,1,1019.9,1019.7,29,0,0.12,6.9,11.9,15.5,0.343,0,0,0,0,0,0
2024-11-13T07:00,15.7,93,14.5,15.9,0,0,0,0,1,1020.1,1019.9,23,0.02,0.13,9.1,14.4,15.5,0.343,15,3,12,30.8,15,75.7
2024-11-13T08:00,17.8,88,15.7,18.2,0,0,0,0,0,1020.5,1020.3,12,0.07,0.25,10.3,18.4,16.3,0.343,127,52,75,239.4,127,303.4
