City,Mean_Temperature,Std_Temperature
Shanghai,17.608885999086755,9.641932777745236
Harbin,5.674454284246576,15.259756144942877
Haikou,25.46189118242009,4.475682974034671
Lasa,9.457398438356165,7.538389935220508
Urumqi,8.471711560159816,15.179106309585814
